image_id,filename,target_class,class_id,bbox_x,bbox_y,bbox_width,bbox_height,image_width,image_height,random_seed
1532,000000001532.jpg,car,3,225.05,361.7,195.39,118.3,640,480,1978585250
7281,000000007281.jpg,person,1,344.85,132.99,128.41,166.36,640,361,1978585250
8211,000000008211.jpg,person,1,325.94,203.2,84.58,150.59,640,459,1978585250
8690,000000008690.jpg,person,1,136.7,18.6,214.82,378.24,640,480,1978585250
10363,000000010363.jpg,car,3,90.83,27.17,549.17,333.83,640,361,1978585250
11197,000000011197.jpg,car,3,400.15,153.67,85.97,40.35,640,427,1978585250
15338,000000015338.jpg,car,3,0.0,187.2,32.65,27.37,640,424,1978585250
16228,000000016228.jpg,person,1,13,166,616,127,640,440,1978585250
17029,000000017029.jpg,car,3,56.09,25.89,513.44,152.45,640,640,1978585250
17178,000000017178.jpg,car,3,433.73,108.19,206.27,318.81,640,427,1978585250
17207,000000017207.jpg,car,3,482.06,82.4,156.57,235.88,640,480,1978585250
17627,000000017627.jpg,car,3,30.14,233.37,117.33,94.28,640,480,1978585250
22705,000000022705.jpg,person,1,143.5,83.4,219.55,525.2,482,640,1978585250
22755,000000022755.jpg,car,3,362.56,228.16,58.21,25.68,640,479,1978585250
23272,000000023272.jpg,car,3,0.0,0.08,499.46,370.98,500,375,1978585250
25424,000000025424.jpg,person,1,129.97,243.92,185.92,396.08,427,640,1978585250
25603,000000025603.jpg,person,1,322.87,109.78,317.13,304.57,640,480,1978585250
26204,000000026204.jpg,car,3,163.71,242.28,127.94,89.73,640,427,1978585250
32334,000000032334.jpg,person,1,228.67,5.39,410.97,469.22,640,480,1978585250
33005,000000033005.jpg,person,1,272.83,150.65,57.09,182.25,640,426,1978585250
33221,000000033221.jpg,person,1,8.98,101.54,134.7,231.46,500,333,1978585250
40083,000000040083.jpg,car,3,134.63,136.24,118.88,73.05,500,333,1978585250
43737,000000043737.jpg,car,3,111.23,416.09,81.12,38.0,480,640,1978585250
44590,000000044590.jpg,car,3,573.02,78.14,66.98,56.15,640,246,1978585250
46048,000000046048.jpg,person,1,407.11,137.84,95.81,135.19,640,480,1978585250
50811,000000050811.jpg,person,1,72.22,66.09,393.79,425.13,640,605,1978585250
51610,000000051610.jpg,person,1,345.8,98.48,244.55,302.82,640,427,1978585250
52412,000000052412.jpg,car,3,1,193,638,232,640,426,1978585250
53529,000000053529.jpg,person,1,52.28,64.63,89.51,209.11,500,333,1978585250
54967,000000054967.jpg,car,3,0,421,192,52,424,640,1978585250
55150,000000055150.jpg,car,3,435.57,0.8,204.43,392.49,640,426,1978585250
57150,000000057150.jpg,person,1,36.91,85.86,89.15,182.95,240,320,1978585250
58539,000000058539.jpg,car,3,415.26,136.57,224.74,281.59,640,421,1978585250
63154,000000063154.jpg,person,1,252.3,137.12,138.04,79.44,640,426,1978585250
64868,000000064868.jpg,person,1,9.83,8.82,286.44,322.84,500,375,1978585250
67213,000000067213.jpg,car,3,0.81,305.17,197.12,107.1,640,485,1978585250
67310,000000067310.jpg,person,1,13.82,120.43,225.14,248.11,486,640,1978585250
69356,000000069356.jpg,person,1,74.56,110.83,105.07,378.46,640,505,1978585250
73702,000000073702.jpg,person,1,122.85,193.7,338.89,446.3,464,640,1978585250
74058,000000074058.jpg,car,3,583.67,207.03,56.33,141.18,640,427,1978585250
76416,000000076416.jpg,person,1,470.14,264.94,39.93,41.64,640,480,1978585250
76417,000000076417.jpg,car,3,190.17,153.23,449.83,316.61,640,478,1978585250
76625,000000076625.jpg,person,1,518.9,341.68,54.87,137.82,640,480,1978585250
78823,000000078823.jpg,car,3,9.29,160.0,466.58,314.84,640,480,1978585250
79969,000000079969.jpg,person,1,1,0,424,389,426,640,1978585250
80340,000000080340.jpg,person,1,145.85,71.67,130.5,253.32,640,427,1978585250
80932,000000080932.jpg,person,1,64.83,141.38,300.69,321.38,480,640,1978585250
81738,000000081738.jpg,person,1,453.03,138.82,186.61,334.38,640,480,1978585250
84362,000000084362.jpg,person,1,374.29,142.38,100.32,120.81,640,480,1978585250
85376,000000085376.jpg,car,3,38.16,320.95,155.06,54.63,480,640,1978585250
85682,000000085682.jpg,person,1,107,203,465,191,640,427,1978585250
86582,000000086582.jpg,person,1,0.96,20.68,179.03,180.95,640,427,1978585250
87144,000000087144.jpg,car,3,349.79,32.05,83.45,29.83,640,480,1978585250
89078,000000089078.jpg,person,1,146.7,14.38,221.48,573.84,479,640,1978585250
89648,000000089648.jpg,person,1,28.29,197.56,214.75,166.32,640,427,1978585250
91406,000000091406.jpg,person,1,470.54,61.2,114.93,336.64,640,424,1978585250
93154,000000093154.jpg,car,3,143.08,273.81,67.57,35.32,427,640,1978585250
93261,000000093261.jpg,person,1,55.87,33.65,205.7,207.39,500,375,1978585250
94751,000000094751.jpg,car,3,313.05,274.0,61.95,36.08,375,500,1978585250
97679,000000097679.jpg,car,3,103.45,159.23,417.8,216.48,640,480,1978585250
97988,000000097988.jpg,person,1,1,227,599,221,612,612,1978585250
98392,000000098392.jpg,car,3,244.19,516.38,235.81,123.62,480,640,1978585250
99039,000000099039.jpg,person,1,524.32,109.73,113.52,227.03,640,480,1978585250
102411,000000102411.jpg,car,3,1.11,198.53,37.71,95.38,640,427,1978585250
102805,000000102805.jpg,car,3,378.73,266.86,227.44,71.55,640,426,1978585250
104424,000000104424.jpg,person,1,146.23,163.21,118.38,378.2,424,640,1978585250
105923,000000105923.jpg,car,3,31.29,200.47,83.22,50.86,640,468,1978585250
107087,000000107087.jpg,car,3,0.92,168.27,636.37,254.37,640,427,1978585250
108503,000000108503.jpg,person,1,7,204,577,65,640,427,1978585250
110042,000000110042.jpg,person,1,0.18,158.98,39.51,392.34,425,640,1978585250
110784,000000110784.jpg,person,1,185.64,271.55,48.67,111.05,433,640,1978585250
118921,000000118921.jpg,person,1,308.81,132.1,163.83,226.17,640,427,1978585250
119516,000000119516.jpg,person,1,371.7,207.65,38.71,144.31,640,427,1978585250
121031,000000121031.jpg,person,1,128.71,114.78,95.27,215.87,640,451,1978585250
121506,000000121506.jpg,car,3,407.68,259.56,120.34,42.62,612,612,1978585250
122962,000000122962.jpg,person,1,1,1,638,372,640,424,1978585250
123213,000000123213.jpg,person,1,91.64,84.2,238.25,265.74,640,392,1978585250
124798,000000124798.jpg,car,3,574.77,311.69,65.23,114.19,640,427,1978585250
125778,000000125778.jpg,car,3,95.77,137.9,82.11,81.29,640,480,1978585250
126592,000000126592.jpg,car,3,316.91,269.85,192.28,57.59,640,433,1978585250
127263,000000127263.jpg,car,3,501.43,106.88,138.57,67.52,640,427,1978585250
128372,000000128372.jpg,person,1,379.02,202.47,67.17,178.47,640,427,1978585250
128654,000000128654.jpg,person,1,70.76,31.07,407.3,345.16,500,384,1978585250
130386,000000130386.jpg,car,3,171.7,436.86,54.67,31.55,375,500,1978585250
133969,000000133969.jpg,person,1,57,111,385,208,640,427,1978585250
134886,000000134886.jpg,car,3,429.35,373.47,63.87,60.86,640,480,1978585250
137727,000000137727.jpg,car,3,582.84,194.84,32.5,28.99,640,359,1978585250
138979,000000138979.jpg,car,3,312.4,174.06,327.6,246.44,640,426,1978585250
140203,000000140203.jpg,person,1,508.8,20.3,80.69,226.08,640,480,1978585250
141671,000000141671.jpg,person,1,1,175,437,159,640,335,1978585250
142472,000000142472.jpg,car,3,203.35,372.65,131.1,62.96,640,480,1978585250
142585,000000142585.jpg,car,3,178.4,266.56,188.01,176.0,375,500,1978585250
144333,000000144333.jpg,car,3,3.64,132.5,269.38,140.58,426,640,1978585250
