attack_id,image_id,filename,target_class,clean_detected,attacked_detected,clean_confidence,attacked_confidence,clean_iou,attacked_iou,eligible_for_asr,attack_success,patch_filename,patch_size_pixels,patch_scale,patch_center_x,patch_center_y
attack_05,9891,000000009891.jpg,car,Yes,Yes,0.723297,0.60787,0.8123634862800098,0.8070242536876934,Yes,No,diffusion_patch_05.png,66,0.3,462.38,189.91500000000002
attack_05,19924,000000019924.jpg,person,Yes,Yes,0.9069,0.91808,0.9065397885247674,0.8965849244956537,Yes,No,diffusion_patch_05.png,130,0.3,232.02499999999998,261.795
attack_05,21903,000000021903.jpg,person,Yes,Yes,0.94385,0.936288,0.9255640496000762,0.9256210884304678,Yes,No,diffusion_patch_05.png,65,0.3,442.78499999999997,349.485
attack_05,22755,000000022755.jpg,car,Yes,Yes,0.456685,0.493246,0.7784173134332392,0.7778446943651685,Yes,No,diffusion_patch_05.png,8,0.3,391.665,241.0
attack_05,149375,000000149375.jpg,person,Yes,Yes,0.924774,0.915792,0.9295880206865968,0.9303213406219569,Yes,No,diffusion_patch_05.png,56,0.3,300.81,208.925
attack_05,155341,000000155341.jpg,car,Yes,Yes,0.826719,0.739795,0.9811707704523723,0.9812924827196746,Yes,No,diffusion_patch_05.png,39,0.3,272.51,350.16999999999996
attack_05,171382,000000171382.jpg,car,Yes,Yes,0.432245,0.391528,0.9557686281134414,0.9653819772703943,Yes,No,diffusion_patch_05.png,31,0.3,137.71,226.435
attack_05,186042,000000186042.jpg,person,Yes,Yes,0.87046,0.874526,0.9109479246220515,0.899946621669409,Yes,No,diffusion_patch_05.png,27,0.3,157.065,158.245
attack_05,193162,000000193162.jpg,person,Yes,Yes,0.388884,0.408264,0.9726413879913236,0.9764620446106268,Yes,No,diffusion_patch_05.png,21,0.3,441.535,132.04
attack_05,275749,000000275749.jpg,person,Yes,Yes,0.900464,0.897033,0.933337874116198,0.9320029329287314,Yes,No,diffusion_patch_05.png,26,0.3,355.93,238.735
attack_05,296649,000000296649.jpg,car,Yes,Yes,0.83384,0.853223,0.9329492244674713,0.935793664651535,Yes,No,diffusion_patch_05.png,28,0.3,533.955,375.885
attack_05,351810,000000351810.jpg,person,Yes,Yes,0.709926,0.694239,0.8318999818414528,0.7652962352126987,Yes,No,diffusion_patch_05.png,26,0.3,65.435,195.20499999999998
attack_05,354829,000000354829.jpg,car,Yes,Yes,0.759489,0.434542,0.9514362407669916,0.9768276887657006,Yes,No,diffusion_patch_05.png,46,0.3,226.685,161.375
attack_05,368335,000000368335.jpg,car,Yes,Yes,0.735976,0.705147,0.8898920543616883,0.8978073000054397,Yes,No,diffusion_patch_05.png,37,0.3,62.699999999999996,306.31
attack_05,414510,000000414510.jpg,person,Yes,Yes,0.730771,0.730855,0.5623070475740589,0.5576993020652105,Yes,No,diffusion_patch_05.png,26,0.3,159.26999999999998,326.85
attack_05,416451,000000416451.jpg,person,Yes,Yes,0.823045,0.768511,0.7734313981029076,0.9286896846357513,Yes,No,diffusion_patch_05.png,79,0.3,160.0,284.13
attack_05,453841,000000453841.jpg,car,Yes,Yes,0.941486,0.940516,0.9281318100162905,0.9321290468680037,Yes,No,diffusion_patch_05.png,50,0.3,301.505,244.72000000000003
attack_05,480021,000000480021.jpg,car,Yes,Yes,0.253575,0.710378,0.9273147290702715,0.5624538800200629,Yes,No,diffusion_patch_05.png,19,0.3,376.985,128.865
attack_05,520009,000000520009.jpg,car,Yes,Yes,0.928509,0.916666,0.95689321915805,0.9606406608254181,Yes,No,diffusion_patch_05.png,23,0.3,108.12,373.2
attack_05,549220,000000549220.jpg,person,Yes,Yes,0.641504,0.578221,0.5934410656638018,0.6174336301173058,Yes,No,diffusion_patch_05.png,42,0.3,317.945,115.935
attack_05,15338,000000015338.jpg,car,Yes,No,0.283718,0.0,0.8596497750230144,0.0,Yes,Yes,diffusion_patch_05.png,8,0.3,16.325,200.885
attack_05,26465,000000026465.jpg,person,Yes,No,0.58074,0.0,0.9461865017467903,0.0,Yes,Yes,diffusion_patch_05.png,39,0.3,65.73,148.315
attack_05,26926,000000026926.jpg,car,Yes,No,0.252646,0.0,0.7606389546161549,0.0,Yes,Yes,diffusion_patch_05.png,22,0.3,171.35999999999999,202.5
attack_05,43737,000000043737.jpg,car,Yes,No,0.352254,0.0,0.8053425705343887,0.0,Yes,Yes,diffusion_patch_05.png,11,0.3,151.79000000000002,435.09
attack_05,55150,000000055150.jpg,car,Yes,No,0.682534,0.0,0.6321870715084461,0.0,Yes,Yes,diffusion_patch_05.png,61,0.3,537.785,197.04500000000002
attack_05,127263,000000127263.jpg,car,Yes,No,0.27451,0.0,0.9329578275272816,0.0,Yes,Yes,diffusion_patch_05.png,20,0.3,570.715,140.64
attack_05,135410,000000135410.jpg,car,Yes,No,0.270825,0.0,0.6187580273606919,0.0,Yes,Yes,diffusion_patch_05.png,28,0.3,266.725,268.875
