image_name,attack_id,target_class,gt_x1,gt_y1,gt_x2,gt_y2,clean_valid,patched_valid,clean_confidence,patched_confidence,confidence_drop,clean_iou,patched_iou,iou_drop,attack_success,clean_prediction_count,patched_prediction_count,clean_target_class,patched_target_class,inference_time_clean_ms,inference_time_patched_ms,both_valid,eligible,status
000000000785.jpg,attack_01,person,280.79,44.73,499.49,391.41,True,True,0.9189884066581726,0.9217568635940552,-0.0027684569358825684,0.9458532403792022,0.9492951327624932,-0.0034418923832910675,False,2,2,person,person,892.2244000059436,536.556400002155,True,True,ok
000000009891.jpg,attack_01,person,206.64,92.56,357.30999999999995,416.5,True,True,0.8837894797325134,0.8843964338302612,-0.0006069540977478027,0.9121206768646362,0.9045446019873699,0.007576074877266303,False,19,21,person,person,473.8126000011107,476.73959999519866,True,True,ok
000000011197.jpg,attack_01,person,309.74,112.02,362.96000000000004,253.05,True,True,0.9021487832069397,0.8971437215805054,0.005005061626434326,0.9259346704406576,0.9328924737173389,-0.006957803276681274,False,21,21,person,person,540.3028000000631,531.2591999972938,True,True,ok
000000017178.jpg,attack_01,car,433.73,108.19,640.0,427.0,True,True,0.5179774761199951,0.4330856204032898,0.08489185571670532,0.9395174751377404,0.9254117246450957,0.01410575049264473,False,9,7,car,car,534.2101000060211,529.1270999950939,True,True,ok
000000018150.jpg,attack_01,person,3.24,2.16,412.04,432.54,True,True,0.8657819628715515,0.8077632188796997,0.05801874399185181,0.9066963012023839,0.9283854927052102,-0.021689191502826333,False,6,6,person,person,473.0654999948456,478.62780000286875,True,True,ok
000000019786.jpg,attack_01,person,250.28,16.01,479.49,371.63,True,True,0.5384196639060974,0.5593150854110718,-0.020895421504974365,0.9769348870411081,0.9763668860192795,0.0005680010218286347,False,4,4,person,person,498.9179000040167,539.6938999983831,True,True,ok
000000038118.jpg,attack_01,person,125.7,218.62,213.01999999999998,346.24,True,True,0.9103856086730957,0.9174103736877441,-0.0070247650146484375,0.8095002980970502,0.8206861881301207,-0.011185890033070578,False,3,3,person,person,680.4569000014453,699.0562999999383,True,True,ok
000000043737.jpg,attack_01,car,111.23,416.09,192.35000000000002,454.09,True,True,0.6740649342536926,0.6554617285728455,0.018603205680847168,0.8267154743494777,0.8518664588994953,-0.02515098455001763,False,16,19,car,car,633.2466000021668,628.1644999980927,True,True,ok
000000044590.jpg,attack_01,car,573.02,78.14,640.0,134.29,False,False,,,,,,,False,30,27,,,502.5729000044521,506.73749999987194,False,False,ok
000000046463.jpg,attack_01,person,0.9,40.45,260.66999999999996,395.51,False,True,,0.27600133419036865,,,0.563436768312894,,False,3,2,,person,588.9116999969701,584.8681999996188,False,False,ok
