image_id,filename,target_class,class_id,gt_bbox_x,gt_bbox_y,gt_bbox_width,gt_bbox_height,detected,confidence,iou,best_same_class_confidence,best_same_class_iou,total_detections
1532,000000001532.jpg,car,3,225.05,361.7,195.39,118.3,Yes,0.829359,0.9407334512612511,0.829359,0.9407334512612511,9
9400,000000009400.jpg,person,1,447.9,89.27,192.1,276.12,Yes,0.657593,0.970855623043715,0.657593,0.970855623043715,25
9769,000000009769.jpg,person,1,139.51,200.68,43.78,73.89,Yes,0.292795,0.9049521180440093,0.292795,0.9049521180440093,5
9891,000000009891.jpg,car,3,284.76,79.89,355.24,220.05,Yes,0.723297,0.8123634862800098,0.723297,0.8123634862800098,11
13659,000000013659.jpg,person,1,152.06,217.16,227.68,261.86,Yes,0.914402,0.9697509074702774,0.914402,0.9697509074702774,26
14226,000000014226.jpg,person,1,208.65,30.81,332.97,339.46,Yes,0.807096,0.9637151416418627,0.807096,0.9637151416418627,6
17178,000000017178.jpg,car,3,433.73,108.19,206.27,318.81,Yes,0.79733,0.9698684451258696,0.79733,0.9698684451258696,5
23126,000000023126.jpg,person,1,166.6,14.73,112.29,334.11,Yes,0.81308,0.8974093314765752,0.81308,0.8974093314765752,2
27696,000000027696.jpg,person,1,1.84,0.92,339.98,70.02,Yes,0.712618,0.6248138988778335,0.712618,0.6248138988778335,4
27768,000000027768.jpg,car,3,573.62,373.75,38.2,81.33,Yes,0.63049,0.9034734366612988,0.63049,0.9034734366612988,6
29984,000000029984.jpg,person,1,218.91,208.42,45.89,45.17,Yes,0.891419,0.8133441515187942,0.891419,0.8133441515187942,8
32570,000000032570.jpg,person,1,169.33,162.21,140.78,130.72,Yes,0.908782,0.9674172479315631,0.908782,0.9674172479315631,2
32887,000000032887.jpg,person,1,373.29,119.19,125.84,345.34,Yes,0.872095,0.888956548457441,0.872095,0.888956548457441,6
33854,000000033854.jpg,car,3,0.96,217.83,268.32,202.92,Yes,0.847102,0.9630806982415988,0.847102,0.9630806982415988,15
34139,000000034139.jpg,person,1,451.32,98.49,144.63,283.02,Yes,0.883549,0.6176520068584553,0.883549,0.6176520068584553,4
39484,000000039484.jpg,car,3,36.82,365.51,229.28,71.49,Yes,0.904786,0.9712302585099727,0.904786,0.9712302585099727,20
