image_id,filename,target_class,class_id,bbox_x,bbox_y,bbox_width,bbox_height,image_width,image_height,random_seed
1532,000000001532.jpg,car,3,225.05,361.7,195.39,118.3,640,480,1593893481
9400,000000009400.jpg,person,1,447.9,89.27,192.1,276.12,640,480,1593893481
9769,000000009769.jpg,person,1,139.51,200.68,43.78,73.89,640,480,1593893481
9891,000000009891.jpg,car,3,284.76,79.89,355.24,220.05,640,480,1593893481
13659,000000013659.jpg,person,1,152.06,217.16,227.68,261.86,640,480,1593893481
14226,000000014226.jpg,person,1,208.65,30.81,332.97,339.46,640,480,1593893481
17178,000000017178.jpg,car,3,433.73,108.19,206.27,318.81,640,427,1593893481
23126,000000023126.jpg,person,1,166.6,14.73,112.29,334.11,640,428,1593893481
27696,000000027696.jpg,person,1,1.84,0.92,339.98,70.02,640,410,1593893481
27768,000000027768.jpg,car,3,573.62,373.75,38.2,81.33,612,612,1593893481
29984,000000029984.jpg,person,1,218.91,208.42,45.89,45.17,640,492,1593893481
32570,000000032570.jpg,person,1,169.33,162.21,140.78,130.72,640,427,1593893481
32887,000000032887.jpg,person,1,373.29,119.19,125.84,345.34,640,480,1593893481
33854,000000033854.jpg,car,3,0.96,217.83,268.32,202.92,640,427,1593893481
34139,000000034139.jpg,person,1,451.32,98.49,144.63,283.02,640,480,1593893481
39484,000000039484.jpg,car,3,36.82,365.51,229.28,71.49,640,437,1593893481
40083,000000040083.jpg,car,3,134.63,136.24,118.88,73.05,500,333,1593893481
41633,000000041633.jpg,car,3,561.27,326.88,66.43,44.13,640,429,1593893481
43737,000000043737.jpg,car,3,111.23,416.09,81.12,38.0,480,640,1593893481
46872,000000046872.jpg,car,3,604.16,147.29,35.63,23.53,640,391,1593893481
49259,000000049259.jpg,person,1,165.3,56.78,120.4,78.9,427,640,1593893481
49759,000000049759.jpg,person,1,471.5,158.03,118.18,298.97,640,457,1593893481
50679,000000050679.jpg,car,3,475.72,168.22,87.88,55.4,640,427,1593893481
54593,000000054593.jpg,car,3,110.86,75.03,199.27,108.0,640,427,1593893481
54967,000000054967.jpg,car,3,0,421,192,52,424,640,1593893481
55150,000000055150.jpg,car,3,435.57,0.8,204.43,392.49,640,426,1593893481
57672,000000057672.jpg,person,1,417.03,191.5,67.14,98.13,640,480,1593893481
59598,000000059598.jpg,person,1,587.74,46.78,52.12,185.93,640,480,1593893481
60823,000000060823.jpg,person,1,168.97,38.31,100.09,181.89,640,480,1593893481
62353,000000062353.jpg,person,1,15.86,229.13,38.66,75.64,640,480,1593893481
64084,000000064084.jpg,person,1,491.91,0.07,147.52,58.22,640,436,1593893481
65455,000000065455.jpg,person,1,313,73,186,300,500,375,1593893481
67406,000000067406.jpg,person,1,173.24,252.43,25.01,63.04,500,375,1593893481
68093,000000068093.jpg,car,3,332.19,75.61,307.81,110.0,640,480,1593893481
68409,000000068409.jpg,person,1,474.25,18.27,163.72,241.52,640,263,1593893481
70739,000000070739.jpg,person,1,0.97,0.35,566.04,473.58,640,480,1593893481
71938,000000071938.jpg,person,1,0.0,0.0,593.51,480.0,640,480,1593893481
72281,000000072281.jpg,person,1,94.71,15.21,259.73,486.46,427,640,1593893481
76417,000000076417.jpg,car,3,190.17,153.23,449.83,316.61,640,478,1593893481
85376,000000085376.jpg,car,3,38.16,320.95,155.06,54.63,480,640,1593893481
86220,000000086220.jpg,car,3,134.24,209.08,311.21,126.52,640,428,1593893481
93154,000000093154.jpg,car,3,143.08,273.81,67.57,35.32,427,640,1593893481
94751,000000094751.jpg,car,3,313.05,274.0,61.95,36.08,375,500,1593893481
97679,000000097679.jpg,car,3,103.45,159.23,417.8,216.48,640,480,1593893481
98392,000000098392.jpg,car,3,244.19,516.38,235.81,123.62,480,640,1593893481
102411,000000102411.jpg,car,3,1.11,198.53,37.71,95.38,640,427,1593893481
102805,000000102805.jpg,car,3,378.73,266.86,227.44,71.55,640,426,1593893481
105264,000000105264.jpg,person,1,396.74,110.18,97.99,213.92,640,427,1593893481
107226,000000107226.jpg,person,1,346.09,76.86,133.91,288.33,480,640,1593893481
109900,000000109900.jpg,person,1,62.7,176.88,64.11,199.63,640,478,1593893481
111036,000000111036.jpg,car,3,251.48,3.01,173.18,138.54,425,640,1593893481
113720,000000113720.jpg,person,1,365.42,18.99,225.98,300.03,640,426,1593893481
119365,000000119365.jpg,person,1,5.73,306.54,419.5,327.74,480,640,1593893481
121242,000000121242.jpg,car,3,483.79,191.29,92.78,73.5,640,429,1593893481
121497,000000121497.jpg,person,1,0.0,0.0,254.56,480.0,640,480,1593893481
121506,000000121506.jpg,car,3,407.68,259.56,120.34,42.62,612,612,1593893481
122166,000000122166.jpg,car,3,158.18,264.32,164.98,153.06,640,480,1593893481
124442,000000124442.jpg,person,1,195.13,168.45,89.64,214.05,375,500,1593893481
124798,000000124798.jpg,car,3,574.77,311.69,65.23,114.19,640,427,1593893481
125778,000000125778.jpg,car,3,95.77,137.9,82.11,81.29,640,480,1593893481
127092,000000127092.jpg,car,3,147.26,408.4,71.58,50.53,640,480,1593893481
127394,000000127394.jpg,person,1,0.0,86.37,92.19,249.32,409,640,1593893481
130386,000000130386.jpg,car,3,171.7,436.86,54.67,31.55,375,500,1593893481
133244,000000133244.jpg,person,1,1,0,638,116,640,359,1593893481
134886,000000134886.jpg,car,3,429.35,373.47,63.87,60.86,640,480,1593893481
137246,000000137246.jpg,person,1,135.75,73.13,190.5,256.5,500,333,1593893481
138979,000000138979.jpg,car,3,312.4,174.06,327.6,246.44,640,426,1593893481
140987,000000140987.jpg,person,1,58.97,137.83,309.21,296.27,425,640,1593893481
143068,000000143068.jpg,person,1,1,126,630,49,640,213,1593893481
144333,000000144333.jpg,car,3,3.64,132.5,269.38,140.58,426,640,1593893481
147338,000000147338.jpg,car,3,0.0,76.06,185.08,134.65,480,640,1593893481
147740,000000147740.jpg,car,3,0.0,284.81,181.93,189.12,640,480,1593893481
151962,000000151962.jpg,person,1,53.82,378.97,37.67,90.41,640,479,1593893481
155341,000000155341.jpg,car,3,151.93,284.78,241.16,130.78,640,480,1593893481
157767,000000157767.jpg,person,1,196.71,144.89,118.02,276.35,640,427,1593893481
157928,000000157928.jpg,car,3,0.0,99.48,108.92,147.89,640,480,1593893481
158744,000000158744.jpg,car,3,592.93,92.25,45.85,29.57,640,424,1593893481
159791,000000159791.jpg,person,1,166.19,282.66,25.47,43.36,500,375,1593893481
160012,000000160012.jpg,car,3,507.6,5.78,106.08,67.42,640,461,1593893481
162415,000000162415.jpg,person,1,38.83,99.24,450.16,532.13,536,640,1593893481
167122,000000167122.jpg,car,3,32.73,215.81,607.27,264.19,640,480,1593893481
169169,000000169169.jpg,car,3,393.09,364.77,92.91,43.27,640,480,1593893481
170099,000000170099.jpg,person,1,13.96,37.42,349.11,435.03,640,478,1593893481
171788,000000171788.jpg,person,1,64.86,108.83,361.81,517.48,427,640,1593893481
