image_name,attack_id,target_class,gt_x1,gt_y1,gt_x2,gt_y2,clean_valid,patched_valid,clean_confidence,patched_confidence,confidence_drop,clean_iou,patched_iou,iou_drop,attack_success,clean_prediction_count,patched_prediction_count,clean_target_class,patched_target_class,inference_time_clean_ms,inference_time_patched_ms,both_valid,eligible,status
000000002153.jpg,attack_05,person,283.4,274.77,466.30999999999995,445.03999999999996,True,True,0.5878366827964783,0.7940497994422913,-0.206213116645813,0.9250278891972495,0.7847410058866507,0.1402868833105988,False,7,5,person,person,630.8951000028173,626.1577999975998,True,True,ok
000000002299.jpg,attack_05,person,0.0,18.0,499.0,281.0,False,False,,,,,,,False,49,48,,,764.7195000026841,780.2991999997175,False,False,ok
000000002532.jpg,attack_05,person,182.96,305.48,284.47,473.94000000000005,True,True,0.9247883558273315,0.9235810041427612,0.0012073516845703125,0.9474551008235423,0.9479833747458489,-0.000528273922306588,False,2,3,person,person,623.5855999984778,629.2235999935656,True,True,ok
000000004395.jpg,attack_05,person,1.44,1.44,425.0,638.5600000000001,True,True,0.8796187043190002,0.8498626947402954,0.029756009578704834,0.995032765888439,0.9959694400082661,-0.0009366741198271189,False,2,3,person,person,705.9661999956006,709.3084999942221,True,True,ok
000000005060.jpg,attack_05,person,159.19,309.5,324.35,498.4,True,True,0.8815464377403259,0.680495023727417,0.20105141401290894,0.9569208818078692,0.9401978475851644,0.016723034222704714,False,3,3,person,person,634.17529999424,625.0705000056769,True,True,ok
000000006471.jpg,attack_05,person,256.84,70.89,353.90999999999997,303.84,True,True,0.8614019751548767,0.8630408048629761,-0.0016388297080993652,0.8853080232226618,0.8843523830539126,0.0009556401687491611,False,22,22,person,person,706.717099994421,697.8663999980199,True,True,ok
000000009891.jpg,attack_05,car,284.76,79.89,640.0,299.94,True,True,0.6651149392127991,0.6319167017936707,0.03319823741912842,0.7198816624933208,0.7359500560422658,-0.01606839354894507,False,19,19,car,car,637.1404999954393,625.5512000061572,True,True,ok
000000015335.jpg,attack_05,person,365.92,15.07,640.0,473.54,True,True,0.7586720585823059,0.5697322487831116,0.18893980979919434,0.9602575166428516,0.842291234261549,0.11796628238130269,False,8,8,person,person,631.6848000060418,627.0736000005854,True,True,ok
000000015338.jpg,attack_05,car,0.0,187.2,32.65,214.57,True,True,0.3194425404071808,0.31966593861579895,-0.00022339820861816406,0.8398301551080947,0.8370657987660701,0.002764356342024543,False,7,6,car,car,704.9708999984432,705.817099995329,True,True,ok
000000015956.jpg,attack_05,person,365.66,138.07,446.56000000000006,336.53999999999996,True,True,0.8978932499885559,0.877648651599884,0.020244598388671875,0.927852517917505,0.9281881709918417,-0.0003356530743366948,False,10,11,person,person,628.7481999970623,627.9664000030607,True,True,ok
000000017029.jpg,attack_05,car,56.09,25.89,569.5300000000001,178.33999999999997,True,True,0.7057830095291138,0.7876548767089844,-0.0818718671798706,0.9155785034823972,0.8943088578289976,0.021269645653399616,False,7,6,car,car,466.57129999948665,482.93420000118203,True,True,ok
000000017178.jpg,attack_05,car,433.73,108.19,640.0,427.0,True,True,0.5179774761199951,0.47548285126686096,0.042494624853134155,0.9395174751377404,0.9340129582039892,0.005504516933751202,False,9,8,car,car,698.3716999966418,699.4948999999906,True,True,ok
000000017379.jpg,attack_05,person,216.04,233.23,263.13,313.23,True,True,0.50710129737854,0.4966840445995331,0.010417252779006958,0.8639676781547304,0.7947178927490173,0.06924978540571314,False,6,8,person,person,626.1440999951446,623.02500000078,True,True,ok
000000018837.jpg,attack_05,car,591.1,254.64,624.5,301.66999999999996,True,True,0.32506582140922546,0.25708702206611633,0.06797879934310913,0.7854715780954064,0.5592034256841841,0.22626815241122222,False,12,10,car,car,644.7079999998095,627.8690999970422,True,True,ok
000000019432.jpg,attack_05,person,55.26,26.82,209.12,430.96999999999997,True,True,0.8723917007446289,0.8630727529525757,0.009318947792053223,0.9538063620668804,0.9651669169170893,-0.011360554850208926,False,25,25,person,person,630.5559000029461,626.8409000040265,True,True,ok
000000019924.jpg,attack_05,person,14.61,29.21,449.44,494.38,True,True,0.9409058094024658,0.9328462481498718,0.008059561252593994,0.9678689848355629,0.9387316612444753,0.02913732359108767,False,2,3,person,person,513.9908999990439,522.5821999993059,True,True,ok
000000020992.jpg,attack_05,person,0.0,0.45,500.0,333.0,True,True,0.8058856725692749,0.6832013130187988,0.12268435955047607,0.990603018178576,0.9956254974379474,-0.005022479259371382,False,3,5,person,person,715.3741000001901,703.1666999973822,True,True,ok
000000021839.jpg,attack_05,car,0.0,456.46,32.44,518.59,True,True,0.5475060343742371,0.4338514506816864,0.11365458369255066,0.6669223606713723,0.5180222904105074,0.14890007026086494,False,19,17,car,car,624.316400004318,627.2734000012861,True,True,ok
000000021879.jpg,attack_05,person,274.43,78.75,405.89,307.12,True,True,0.903394341468811,0.9069743156433105,-0.0035799741744995117,0.9700139262306411,0.9688805862971652,0.0011333399334758631,False,7,8,person,person,698.1862999964505,698.6129999932018,True,True,ok
000000021903.jpg,attack_05,person,334.38,224.36,551.19,474.61,True,True,0.9117231369018555,0.8868644833564758,0.02485865354537964,0.9426149586879566,0.948216651136447,-0.005601692448490403,False,3,3,person,person,630.6153999976232,630.0387999945087,True,True,ok
000000022755.jpg,attack_05,car,362.56,228.16,420.77,253.84,True,True,0.6606864333152771,0.4951799511909485,0.1655064821243286,0.6833147586345718,0.9280983461164485,-0.24478358748187667,False,14,12,car,car,626.6845999998623,625.1548000000184,True,True,ok
000000023272.jpg,attack_05,car,0.0,0.08,499.46,371.06,True,True,0.47566860914230347,0.45726820826530457,0.0184004008769989,0.9904884182266568,0.9903772379063179,0.00011118032033885505,False,6,6,car,car,631.429200002458,627.7565999989747,True,True,ok
000000025393.jpg,attack_05,car,19.79,198.03,69.71000000000001,240.24,True,True,0.7105676531791687,0.5649175047874451,0.14565014839172363,0.6549449235032553,0.6527447643873181,0.0022001591159371836,False,6,6,car,car,625.8276000007754,632.0653000002494,True,True,ok
000000026204.jpg,attack_05,car,163.71,242.28,291.65,332.01,True,True,0.845538854598999,0.7866041660308838,0.058934688568115234,0.9320043987616761,0.9397980707382713,-0.007793671976595196,False,21,23,car,car,705.1339999961783,707.7929999941261,True,True,ok
