image_name,attack_id,target_class,gt_x1,gt_y1,gt_x2,gt_y2,clean_detected,clean_class,clean_confidence,clean_iou,patched_detected,patched_class,patched_confidence,patched_iou,eligible,attack_success,confidence_drop,iou_drop,both_valid
000000000785.jpg,attack_01,person,280.79,44.73,499.49,391.41,True,person,0.9276042580604553,0.9848368404491096,True,person,0.9243339896202087,0.9878478100976624,True,False,0.003270268440246582,-0.0030109696485528525,True
000000009891.jpg,attack_01,person,206.64,92.56,357.30999999999995,416.5,True,person,0.9077880382537842,0.9132341989552751,True,person,0.8986727595329285,0.916048756990521,True,False,0.009115278720855713,-0.0028145580352458843,True
000000011197.jpg,attack_01,person,309.74,112.02,362.96000000000004,253.05,True,person,0.8767049312591553,0.9362300405968859,True,person,0.8653345108032227,0.9432781383709766,True,False,0.011370420455932617,-0.007048097774090767,True
000000017178.jpg,attack_01,car,433.73,108.19,640.0,427.0,True,car,0.9282331466674805,0.975438026172539,True,car,0.9303957223892212,0.9759757551644642,True,False,-0.0021625757217407227,-0.0005377289919251682,True
000000018150.jpg,attack_01,person,3.24,2.16,412.04,432.54,True,person,0.9410269856452942,0.913030112513111,True,person,0.9326192736625671,0.9119756683664423,True,False,0.00840771198272705,0.001054444146668665,True
000000019786.jpg,attack_01,person,250.28,16.01,479.49,371.63,True,person,0.9180811047554016,0.9511338374062182,True,person,0.9162092804908752,0.9445238965452951,True,False,0.0018718242645263672,0.006609940860923036,True
000000038118.jpg,attack_01,person,125.7,218.62,213.01999999999998,346.24,True,person,0.8687952160835266,0.8641879224854795,True,person,0.8750184178352356,0.884430591547106,True,False,-0.006223201751708984,-0.020242669061626528,True
000000043737.jpg,attack_01,car,111.23,416.09,192.35000000000002,454.09,True,car,0.6268728375434875,0.9201399989967683,True,car,0.6142082214355469,0.8973102775474695,True,False,0.012664616107940674,0.022829721449298845,True
000000044590.jpg,attack_01,car,573.02,78.14,640.0,134.29,False,,,,False,,,,False,False,,,False
000000046463.jpg,attack_01,person,0.9,40.45,260.66999999999996,395.51,True,person,0.6768921613693237,0.9564129816626313,True,person,0.7070711851119995,0.94733199663736,True,False,-0.03017902374267578,0.009080985025271326,True
000000047740.jpg,attack_01,person,0.0,147.03,476.78,355.97,True,person,0.900288462638855,0.9937138645416076,True,person,0.8331966996192932,0.9859807501101994,True,False,0.06709176301956177,0.007733114431408228,True
000000048396.jpg,attack_01,person,124.74,0.96,357.90999999999997,421.23999999999995,True,person,0.9509678483009338,0.9863562425386612,True,person,0.9442675113677979,0.9829570252512465,True,False,0.006700336933135986,0.0033992172874146576,True
000000050679.jpg,attack_01,car,475.72,168.22,563.6,223.62,False,,,,False,,,,False,False,,,False
000000052507.jpg,attack_01,person,105.63,107.14,182.45,291.05,True,person,0.8589127063751221,0.9519255130264389,True,person,0.8699595928192139,0.9304598014150401,True,False,-0.011046886444091797,0.021465711611398763,True
000000054593.jpg,attack_01,car,110.86,75.03,310.13,183.03,True,car,0.7161614298820496,0.9762421498513016,True,car,0.7263035178184509,0.9703499891689445,True,False,-0.010142087936401367,0.005892160682357095,True
000000055950.jpg,attack_01,person,82.24,69.18,305.31,389.89,True,person,0.9354897737503052,0.9785118360556386,True,person,0.9314692616462708,0.9741301224432795,True,False,0.004020512104034424,0.004381713612359173,True
000000057597.jpg,attack_01,car,332.36,104.08,427.58000000000004,134.37,True,car,0.5651907324790955,0.8487162252125157,True,car,0.5703886151313782,0.8298886758013272,True,False,-0.005197882652282715,0.01882754941118847,True
000000058539.jpg,attack_01,car,415.26,136.57,640.0,418.15999999999997,True,car,0.8427421450614929,0.9572821356753449,True,car,0.9181322455406189,0.9622066625351297,True,False,-0.07539010047912598,-0.004924526859784728,True
000000063965.jpg,attack_01,person,2.85,0.0,640.0,420.34,True,person,0.6124022603034973,0.9942678211863566,True,person,0.8141116499900818,0.9898884372134136,True,False,-0.20170938968658447,0.004379383972943018,True
000000067213.jpg,attack_01,car,0.81,305.17,197.93,412.27,True,car,0.613583505153656,0.9210127088406742,True,car,0.5617502331733704,0.9392859401113536,True,False,0.051833271980285645,-0.01827323127067937,True
000000078404.jpg,attack_01,person,218.06,9.28,405.3,306.34999999999997,True,person,0.8148119449615479,0.9470986886046783,True,person,0.6204080581665039,0.9566207097258353,True,False,0.19440388679504395,-0.009522021121157076,True
000000080022.jpg,attack_01,person,279.12,108.21,426.32,426.0,True,person,0.9228242635726929,0.9363525335095206,True,person,0.9233105778694153,0.9388578067490582,True,False,-0.0004863142967224121,-0.002505273239537531,True
000000084170.jpg,attack_01,car,132.29,261.12,230.25,337.14,True,car,0.8628804683685303,0.8816814245280469,True,car,0.8733308911323547,0.8976661338590479,True,False,-0.010450422763824463,-0.015984709331001046,True
000000087038.jpg,attack_01,person,1.0,190.0,639.0,291.0,False,,,,False,,,,False,False,,,False
000000088462.jpg,attack_01,car,24.78,187.76,82.25,230.12,True,car,0.8053606748580933,0.9347712468076218,True,car,0.8149272203445435,0.9223966578207843,True,False,-0.009566545486450195,0.01237458898683752,True
000000089556.jpg,attack_01,car,1.13,166.02,297.04,386.26,True,car,0.9308661222457886,0.9409932727194327,True,car,0.9316341280937195,0.9337266618822746,True,False,-0.0007680058479309082,0.007266610837158072,True
000000089697.jpg,attack_01,person,253.32,233.45,350.21,360.5,True,person,0.863295316696167,0.972030594543972,True,person,0.7948826551437378,0.9071194536840753,True,False,0.0684126615524292,0.06491114085989669,True
000000090284.jpg,attack_01,person,67.19,143.09,586.1099999999999,564.8,True,person,0.944330096244812,0.990753603393337,True,person,0.8907806873321533,0.5395295605142579,True,False,0.05354940891265869,0.451224042879079,True
000000091495.jpg,attack_01,person,14.73,113.03,240.32,422.67999999999995,True,person,0.9086475968360901,0.9823094290496958,True,person,0.8433478474617004,0.9850726477375534,True,False,0.06529974937438965,-0.0027632186878576714,True
000000092416.jpg,attack_01,person,66.01,48.22,367.34999999999997,640.0,True,person,0.8841472864151001,0.9622427415430492,True,person,0.893441379070282,0.986337412303394,True,False,-0.009294092655181885,-0.024094670760344772,True
000000094751.jpg,attack_01,car,313.05,274.0,375.0,310.08,True,car,0.6963791251182556,0.931033925948049,True,car,0.7068910598754883,0.9413995330785836,True,False,-0.010511934757232666,-0.010365607130534582,True
000000100624.jpg,attack_01,person,32.62,51.82,322.41,421.24,True,person,0.8665671944618225,0.9610853719110818,True,person,0.8680720925331116,0.9181448582953555,True,False,-0.0015048980712890625,0.04294051361572626,True
000000100723.jpg,attack_01,person,4.0,1.0,499.0,332.0,False,,,,False,,,,False,False,,,False
000000102805.jpg,attack_01,car,378.73,266.86,606.1700000000001,338.41,True,car,0.9131648540496826,0.9836647943448671,True,car,0.9202067852020264,0.9857860663847504,True,False,-0.00704193115234375,-0.0021212720398833262,True
000000115946.jpg,attack_01,car,119.19,502.52,172.71,544.66,True,car,0.7715573906898499,0.9391303142812175,True,car,0.6002885699272156,0.9340611285621756,True,False,0.17126882076263428,0.005069185719041913,True
000000119445.jpg,attack_01,person,184.22,177.02,348.28,386.18,True,person,0.9349014759063721,0.9463449007801495,True,person,0.931779146194458,0.948151089667293,True,False,0.0031223297119140625,-0.0018061888871434562,True
000000121506.jpg,attack_01,car,407.68,259.56,528.02,302.18,True,car,0.7720332145690918,0.6388426746978818,True,car,0.7604627013206482,0.6346673417205559,True,False,0.011570513248443604,0.004175332977325863,True
