image_id,filename,pass0_sec,pass1_sec,difference_sec,kmeans_sec,rectify_sec,detector_sec,total_sec
000000015338,000000015338.jpg,52.488656999999876,45.37283749999915,0.02426980000018375,2.356698800000231,0.022619199999098782,20.178592899999785,120.72186839999995
000000026926,000000026926.jpg,48.90768080000089,45.71350709999933,0.01152130000082252,0.27948449999894365,0.018935400001282687,17.996825100000933,113.15758970000024
000000127263,000000127263.jpg,48.50998929999878,47.30887450000046,0.008961300000009942,0.30282809999880556,0.02126730000054522,17.918484900001204,114.28183759999956
000000135410,000000135410.jpg,48.64541279999867,45.97590339999988,0.011446100001194282,0.30609630000071775,0.020281099999920116,19.10024589999921,114.28358780000053
000000166391,000000166391.jpg,48.459264999999505,46.10996419999901,0.00974580000001879,0.3272340000003169,0.021590700000160723,18.034838699999455,113.21871499999907
000000181499,000000181499.jpg,48.559857700000066,46.09550959999979,0.008891900000890018,0.2902656999995088,0.020903099999486585,21.84477589999915,117.06252329999916
000000193717,000000193717.jpg,48.74011059999975,45.8952980999984,0.012325300000156858,0.23747739999998885,0.021072899999126093,22.075827599999684,117.21585190000042
000000338986,000000338986.jpg,48.584874500000296,46.09615229999872,0.01199339999948279,0.3199370000002091,0.02240960000017367,16.474962099999175,111.76176200000009
000000347370,000000347370.jpg,48.70686740000019,46.131518700000015,0.01141289999941364,0.29535240000041085,0.020126699999309494,19.27927559999989,114.6953895000006
000000385029,000000385029.jpg,48.56467039999916,46.023006299999906,0.012845700000980287,0.3213004999997793,0.02463470000111556,19.065908700000364,114.25177780000013
000000393093,000000393093.jpg,48.66144170000007,46.128010899999936,0.012778099999195547,0.3007367999998678,0.023699900000792695,18.098092700000052,113.45223530000112
000000407083,000000407083.jpg,48.720656899999085,46.02491960000043,0.010594000001219683,0.29032999999981257,0.021314999999958673,18.83615649999956,114.14957620000132
000000413689,000000413689.jpg,48.74233009999989,46.025553800000125,0.01117800000065472,0.27966189999824564,0.024686400000064168,18.21419539999988,113.53288500000053
000000527220,000000527220.jpg,48.76079160000154,45.89818709999963,0.010765900000478723,0.3017927000000782,0.021043799999461044,8.615065900001355,103.84969780000029
000000542776,000000542776.jpg,48.63672579999911,46.043896099999984,0.010759700000562589,0.4608613000000332,0.023544899999251356,18.152586299998802,113.58948880000025
000000295809,000000295809.jpg,48.49655399999938,45.8961750999988,0.013479799999913666,0.30413299999963783,0.020748599999933504,28.194452800000363,123.16932400000042
000000322864,000000322864.jpg,48.70549519999986,45.96692219999932,0.013112699998600874,0.311955900000612,0.022152199999254663,18.18690140000035,113.46117579999918
000000331604,000000331604.jpg,48.72763119999945,45.965916400000424,0.009445300000152201,0.25726829999985057,0.020955699999831268,17.94466029999967,113.19400739999946
000000336232,000000336232.jpg,48.53776420000031,46.1425894999993,0.010889400000451133,0.28811769999992975,0.023624600000403007,18.187529700000596,113.41834220000055
000000357737,000000357737.jpg,48.64908749999995,45.9175039999991,0.012221299999509938,0.2809370000013587,0.024234599999545026,19.08087009999872,114.19814810000025
000000368335,000000368335.jpg,48.45289909999883,46.04810540000108,0.012974500001291744,0.3090178000002197,0.022240700000111246,16.469334999999774,111.54581429999962
000000372260,000000372260.jpg,48.62071199999991,46.209128899999996,0.011227199998756987,0.2756350999989081,0.0224794000005204,18.29246200000125,113.68013109999993
000000400367,000000400367.jpg,48.78507349999927,46.07262230000015,0.013622600001326646,0.3222230000010313,0.022384199999578414,18.253948300000047,113.70010560000082
000000436617,000000436617.jpg,48.62157229999866,46.04481130000022,0.016477600000143866,0.34248589999879187,0.02411260000008042,18.31904889999896,113.62002599999869
000000443426,000000443426.jpg,48.514878200001476,46.21520429999873,0.010044700000435114,0.5263181999998778,0.02021259999855829,19.240608399999473,114.77575059999981
000000508602,000000508602.jpg,48.53483000000051,45.999231099998724,0.011185499999555759,0.26424649999898975,0.018887700000050245,23.574015399999553,118.62842610000007
000000511599,000000511599.jpg,48.644529299999704,45.90999480000028,0.012279799999305396,0.3075995999988663,0.02073709999967832,19.250554199999897,114.37861499999963
000000521141,000000521141.jpg,48.55673459999889,46.05728220000128,0.010012000000642729,0.253744599998754,0.018917000001238193,18.901892799998677,114.0182947000012
000000548246,000000548246.jpg,48.49282630000016,46.004861899999014,0.010537299998759408,0.3056429999996908,0.0226053000005777,17.900181599999996,112.97902390000127
000000557672,000000557672.jpg,48.470566099998905,45.90292249999948,0.010983699999997043,0.30411760000060895,0.02439569999842206,18.1009911000001,113.08951669999988
