attack_id,image_id,target_class,clean_image,patched_image,clean_detected,patched_detected,clean_confidence,patched_confidence,clean_bbox_x1,clean_bbox_y1,clean_bbox_x2,clean_bbox_y2,patched_bbox_x1,patched_bbox_y1,patched_bbox_x2,patched_bbox_y2,clean_iou,patched_iou,confidence_drop,iou_drop,eligible,attack_success
attack_05,2153,person,D:\project CS\Faster-RCNN-COCO-Attack\source_data\attack_05\clean_images\000000002153.jpg,D:\project CS\Faster-RCNN-COCO-Attack\source_data\attack_05\patched_images\000000002153.jpg,True,True,0.9995728135108948,0.9992315769195557,284.18157958984375,277.35040283203125,465.2252197265625,446.1811218261719,295.7981872558594,275.123779296875,466.63958740234375,446.6153869628906,0.9683725038568808,0.9206683318191172,0.00034123659133911133,0.04770417203776356,True,False
attack_05,2299,person,D:\project CS\Faster-RCNN-COCO-Attack\source_data\attack_05\clean_images\000000002299.jpg,D:\project CS\Faster-RCNN-COCO-Attack\source_data\attack_05\patched_images\000000002299.jpg,False,False,,,,,,,,,,,,,,,False,False
attack_05,2532,person,D:\project CS\Faster-RCNN-COCO-Attack\source_data\attack_05\clean_images\000000002532.jpg,D:\project CS\Faster-RCNN-COCO-Attack\source_data\attack_05\patched_images\000000002532.jpg,True,True,0.999377429485321,0.9997206330299377,181.2044219970703,302.6478271484375,284.4164733886719,477.1088562011719,183.06588745117188,302.2307434082031,284.71197509765625,478.39556884765625,0.9487030392878381,0.9530377118253666,-0.0003432035446166992,-0.0043346725375285056,True,False
attack_05,4395,person,D:\project CS\Faster-RCNN-COCO-Attack\source_data\attack_05\clean_images\000000004395.jpg,D:\project CS\Faster-RCNN-COCO-Attack\source_data\attack_05\patched_images\000000004395.jpg,True,True,0.9992581009864807,0.9992122650146484,1.9420747756958008,3.813784599304199,417.2713317871094,632.1940307617188,0.0,0.0,421.29046630859375,636.2464599609375,0.967116674521565,0.9821079276699376,4.583597183227539e-05,-0.014991253148372574,True,False
attack_05,5060,person,D:\project CS\Faster-RCNN-COCO-Attack\source_data\attack_05\clean_images\000000005060.jpg,D:\project CS\Faster-RCNN-COCO-Attack\source_data\attack_05\patched_images\000000005060.jpg,True,True,0.9995933175086975,0.9993425011634827,160.3132781982422,306.3276062011719,327.3658447265625,498.74676513671875,161.59547424316406,307.2763671875,327.1441650390625,497.7902526855469,0.9576662107558284,0.9548852186715145,0.00025081634521484375,0.002780992084313816,True,False
attack_05,6471,person,D:\project CS\Faster-RCNN-COCO-Attack\source_data\attack_05\clean_images\000000006471.jpg,D:\project CS\Faster-RCNN-COCO-Attack\source_data\attack_05\patched_images\000000006471.jpg,True,True,0.9995827078819275,0.9995786547660828,257.03656005859375,71.0361557006836,354.10723876953125,297.5664978027344,262.13409423828125,69.94853210449219,352.7438659667969,298.41131591796875,0.9685589766555527,0.9082681310603662,4.0531158447265625e-06,0.06029084559518649,True,False
attack_05,9891,car,D:\project CS\Faster-RCNN-COCO-Attack\source_data\attack_05\clean_images\000000009891.jpg,D:\project CS\Faster-RCNN-COCO-Attack\source_data\attack_05\patched_images\000000009891.jpg,True,True,0.994659960269928,0.9950167536735535,330.033203125,90.61058807373047,634.2056274414062,310.3636474609375,323.3323974609375,87.67930603027344,633.9865112304688,310.468505859375,0.7827801325554168,0.8096588510517172,-0.0003567934036254883,-0.026878718496300413,True,False
attack_05,15335,person,D:\project CS\Faster-RCNN-COCO-Attack\source_data\attack_05\clean_images\000000015335.jpg,D:\project CS\Faster-RCNN-COCO-Attack\source_data\attack_05\patched_images\000000015335.jpg,True,True,0.9966285824775696,0.9916170239448547,363.6970520019531,16.142433166503906,638.6637573242188,478.5528869628906,373.80584716796875,15.07547664642334,639.970703125,476.0403747558594,0.9742271964494883,0.9659933131371697,0.005011558532714844,0.008233883312318557,True,False
attack_05,15338,car,D:\project CS\Faster-RCNN-COCO-Attack\source_data\attack_05\clean_images\000000015338.jpg,D:\project CS\Faster-RCNN-COCO-Attack\source_data\attack_05\patched_images\000000015338.jpg,True,True,0.6818952560424805,0.5745980143547058,0.16037732362747192,188.1228485107422,32.72197341918945,217.03550720214844,0.12371779978275299,187.94723510742188,32.66138458251953,216.6060791015625,0.88055431841486,0.9018486027626849,0.10729724168777466,-0.021294284347824877,True,False
attack_05,15956,person,D:\project CS\Faster-RCNN-COCO-Attack\source_data\attack_05\clean_images\000000015956.jpg,D:\project CS\Faster-RCNN-COCO-Attack\source_data\attack_05\patched_images\000000015956.jpg,True,True,0.9994226694107056,0.9990091323852539,370.6121520996094,137.78369140625,447.58966064453125,338.2918701171875,370.23895263671875,136.25572204589844,447.3200378417969,339.4322204589844,0.9181296512661693,0.9141566477743318,0.00041353702545166016,0.00397300349183749,True,False
