attack_id,image_id,filename,target_class,class_id,clean_detected,clean_confidence,clean_iou,clean_total_detections,clean_best_same_class_confidence,clean_best_same_class_iou,attacked_detected,attacked_confidence,attacked_iou,attacked_total_detections,attacked_best_same_class_confidence,attacked_best_same_class_iou,confidence_drop,iou_drop,detection_count_change,patch_filename,patch_size_pixels,patch_scale,patch_center_x,patch_center_y,eligible_for_asr,attack_success
attack_05,2153,000000002153.jpg,person,1,Yes,0.898497,0.9724694139760541,7,0.898497,0.9724694139760541,Yes,0.74263,0.8739372655537467,7,0.74263,0.8739372655537467,0.15586699999999998,0.0985321484223074,0,diffusion_patch_05.png,51,0.3,374.85499999999996,359.905,Yes,No
attack_05,2299,000000002299.jpg,person,1,No,0.0,0.0,26,0.351507,0.053614722282684026,No,0.0,0.0,29,0.568529,0.05217941637689373,0.0,0.0,3,diffusion_patch_05.png,79,0.3,249.5,149.5,No,No
attack_05,2532,000000002532.jpg,person,1,Yes,0.847774,0.9409960291918025,2,0.847774,0.9409960291918025,Yes,0.820743,0.9458427607984491,2,0.820743,0.9458427607984491,0.027031000000000027,-0.004846731606646615,0,diffusion_patch_05.png,30,0.3,233.715,389.71000000000004,Yes,No
attack_05,4395,000000004395.jpg,person,1,Yes,0.902732,0.9679003956286522,2,0.902732,0.9679003956286522,Yes,0.851401,0.9932115583063519,3,0.851401,0.9932115583063519,0.051331000000000016,-0.025311162677699728,1,diffusion_patch_05.png,127,0.3,213.22,320.0,Yes,No
attack_05,5060,000000005060.jpg,person,1,Yes,0.841124,0.9793375420468841,3,0.841124,0.9793375420468841,Yes,0.886272,0.9813509411877407,2,0.886272,0.9813509411877407,-0.045147999999999966,-0.002013399140856631,-1,diffusion_patch_05.png,50,0.3,241.76999999999998,403.95,Yes,No
attack_05,6471,000000006471.jpg,person,1,Yes,0.899064,0.8717296480403848,13,0.899064,0.8717296480403848,Yes,0.895147,0.8808204363929467,14,0.895147,0.8808204363929467,0.003916999999999948,-0.00909078835256194,1,diffusion_patch_05.png,29,0.3,305.375,187.365,Yes,No
attack_05,9891,000000009891.jpg,car,3,Yes,0.723297,0.8123634862800098,11,0.723297,0.8123634862800098,Yes,0.60787,0.8070242536876934,11,0.60787,0.8070242536876934,0.11542699999999995,0.00533923259231639,0,diffusion_patch_05.png,66,0.3,462.38,189.91500000000002,Yes,No
attack_05,15335,000000015335.jpg,person,1,Yes,0.859791,0.9508282875606912,7,0.859791,0.9508282875606912,Yes,0.699276,0.9661701685243417,8,0.699276,0.9661701685243417,0.16051499999999996,-0.015341880963650523,1,diffusion_patch_05.png,82,0.3,502.96000000000004,244.305,Yes,No
attack_05,15338,000000015338.jpg,car,3,Yes,0.283718,0.8596497750230144,5,0.283718,0.8596497750230144,No,0.0,0.0,4,0.473015,0.0,0.283718,0.8596497750230144,-1,diffusion_patch_05.png,8,0.3,16.325,200.885,Yes,Yes
attack_05,15956,000000015956.jpg,person,1,Yes,0.881979,0.9176251243664365,5,0.881979,0.9176251243664365,Yes,0.880895,0.9224899027008727,5,0.880895,0.9224899027008727,0.0010839999999999739,-0.004864778334436215,0,diffusion_patch_05.png,24,0.3,406.11,237.305,Yes,No
