attack_id,image_id,filename,target_class,class_id,clean_detected,clean_confidence,clean_iou,clean_total_detections,clean_best_same_class_confidence,clean_best_same_class_iou,attacked_detected,attacked_confidence,attacked_iou,attacked_total_detections,attacked_best_same_class_confidence,attacked_best_same_class_iou,confidence_drop,iou_drop,detection_count_change,patch_filename,patch_size_pixels,patch_scale,patch_center_x,patch_center_y,eligible_for_asr,attack_success
attack_03,1532,000000001532.jpg,car,3,Yes,0.829359,0.9407334512612511,9,0.829359,0.9407334512612511,Yes,0.878546,0.9450353315932188,8,0.878546,0.9450353315932188,-0.04918700000000009,-0.004301880331967767,-1,diffusion_patch_03.png,35,0.3,322.745,420.84999999999997,Yes,No
attack_03,9400,000000009400.jpg,person,1,Yes,0.657593,0.970855623043715,25,0.657593,0.970855623043715,Yes,0.47467,0.9497733094236153,26,0.47467,0.9497733094236153,0.182923,0.021082313620099713,1,diffusion_patch_03.png,58,0.3,543.9499999999999,227.32999999999998,Yes,No
attack_03,9769,000000009769.jpg,person,1,Yes,0.292795,0.9049521180440093,5,0.292795,0.9049521180440093,Yes,0.543743,0.908420421729691,4,0.543743,0.908420421729691,-0.25094799999999995,-0.0034683036856816285,-1,diffusion_patch_03.png,13,0.3,161.39999999999998,237.625,Yes,No
attack_03,9891,000000009891.jpg,car,3,Yes,0.723297,0.8123634862800098,11,0.723297,0.8123634862800098,Yes,0.661728,0.7936635187263679,12,0.661728,0.7936635187263679,0.061568999999999985,0.018699967553641894,1,diffusion_patch_03.png,66,0.3,462.38,189.91500000000002,Yes,No
attack_03,13659,000000013659.jpg,person,1,Yes,0.914402,0.9697509074702774,26,0.914402,0.9697509074702774,Yes,0.915857,0.9710184429007929,27,0.915857,0.9710184429007929,-0.001454999999999984,-0.0012675354305154984,1,diffusion_patch_03.png,68,0.3,265.9,348.09000000000003,Yes,No
attack_03,14226,000000014226.jpg,person,1,Yes,0.807096,0.9637151416418627,6,0.807096,0.9637151416418627,Yes,0.836538,0.9445195678393005,4,0.836538,0.9445195678393005,-0.029441999999999968,0.019195573802562205,-2,diffusion_patch_03.png,100,0.3,375.135,200.54,Yes,No
attack_03,17178,000000017178.jpg,car,3,Yes,0.79733,0.9698684451258696,5,0.79733,0.9698684451258696,Yes,0.877409,0.9679889128021767,6,0.877409,0.9679889128021767,-0.08007900000000001,0.0018795323236928674,1,diffusion_patch_03.png,62,0.3,536.865,267.595,Yes,No
attack_03,23126,000000023126.jpg,person,1,Yes,0.81308,0.8974093314765752,2,0.81308,0.8974093314765752,Yes,0.797682,0.90126756698366,3,0.797682,0.90126756698366,0.015398000000000023,-0.0038582355070847507,1,diffusion_patch_03.png,34,0.3,222.745,181.785,Yes,No
attack_03,27696,000000027696.jpg,person,1,Yes,0.712618,0.6248138988778335,4,0.712618,0.6248138988778335,Yes,0.68946,0.6437567911574108,4,0.68946,0.6437567911574108,0.023158000000000012,-0.01894289227957735,0,diffusion_patch_03.png,21,0.3,171.83,35.93,Yes,No
attack_03,27768,000000027768.jpg,car,3,Yes,0.63049,0.9034734366612988,6,0.63049,0.9034734366612988,Yes,0.553824,0.8949283122592495,6,0.553824,0.8949283122592495,0.07666600000000001,0.008545124402049242,0,diffusion_patch_03.png,11,0.3,592.72,414.415,Yes,No
