image_name,attack_id,target_class,gt_x1,gt_y1,gt_x2,gt_y2,clean_valid,patched_valid,clean_confidence,patched_confidence,confidence_drop,clean_iou,patched_iou,iou_drop,attack_success,clean_prediction_count,patched_prediction_count,clean_target_class,patched_target_class,inference_time_clean_ms,inference_time_patched_ms,both_valid,eligible,status
000000001532.jpg,attack_03,car,225.05,361.7,420.44,480.0,True,True,0.5955309271812439,0.6251342296600342,-0.029603302478790283,0.9061999239273519,0.9031872347033695,0.0030126892239824565,False,11,11,car,car,632.233799995447,636.9765999988886,True,True,ok
000000009400.jpg,attack_03,person,447.9,89.27,640.0,365.39,True,True,0.611388087272644,0.25773635506629944,0.3536517322063446,0.83839352759694,0.8828092460575753,-0.0444157184606353,False,32,37,person,person,640.0112999981502,631.53500000044,True,True,ok
000000009769.jpg,attack_03,person,139.51,200.68,183.29,274.57,True,True,0.7884196043014526,0.8577095866203308,-0.06928998231887817,0.9318314586829314,0.9246689649459123,0.007162493737019049,False,6,3,person,person,633.7787000011303,636.4996999982395,True,True,ok
000000009891.jpg,attack_03,car,284.76,79.89,640.0,299.94,True,True,0.6651149392127991,0.7450242638587952,-0.0799093246459961,0.7198816624933208,0.7405651107951368,-0.02068344830181601,False,19,20,car,car,636.8623000016669,634.8473999969428,True,True,ok
000000013659.jpg,attack_03,person,152.06,217.16,379.74,479.02,True,True,0.8459843993186951,0.8466289639472961,-0.0006445646286010742,0.9750757731659727,0.970448345536697,0.004627427629275704,False,34,35,person,person,633.4577000015997,634.7688000023481,True,True,ok
000000014226.jpg,attack_03,person,208.65,30.81,541.62,370.27,True,True,0.8134071230888367,0.8170658946037292,-0.003658771514892578,0.9470838876888209,0.9283983630653956,0.01868552462342532,False,6,6,person,person,633.8949999990291,634.0449000053923,True,True,ok
000000017178.jpg,attack_03,car,433.73,108.19,640.0,427.0,True,True,0.5179774761199951,0.4145975708961487,0.10337990522384644,0.9395174751377404,0.9373923296214031,0.0021251455163373567,False,9,6,car,car,703.0642999961856,702.8845999957412,True,True,ok
000000023126.jpg,attack_03,person,166.6,14.73,278.89,348.84000000000003,True,True,0.8281987309455872,0.8426515460014343,-0.014452815055847168,0.9106134582548684,0.9319591517762992,-0.021345693521430786,False,3,3,person,person,711.9463999988511,703.4066999985953,True,True,ok
000000027696.jpg,attack_03,person,1.84,0.92,341.82,70.94,True,True,0.3802732229232788,0.2975826561450958,0.08269056677818298,0.6767577699358155,0.6339088598664879,0.04284891006932756,False,5,5,person,person,730.0854999994044,725.1280999989831,True,True,ok
000000027768.jpg,attack_03,car,573.62,373.75,611.82,455.08,True,True,0.42396149039268494,0.5227261185646057,-0.09876462817192078,0.8426469537414618,0.6676779570230056,0.17496899671845623,False,11,11,car,car,474.6909000023152,473.85969999595545,True,True,ok
000000029984.jpg,attack_03,person,218.91,208.42,264.8,253.58999999999997,True,True,0.8607665300369263,0.8633092641830444,-0.002542734146118164,0.8084194710835256,0.8200423856925794,-0.011622914609053736,False,8,9,person,person,622.7997999958461,619.5929999958025,True,True,ok
