attack_id,image_id,filename,target_class,clean_detected,attacked_detected,clean_confidence,attacked_confidence,confidence_drop,confidence_drop_percent,clean_iou,attacked_iou,iou_drop,clean_total_detections,attacked_total_detections,detection_count_change,eligible_for_asr,attack_success,patch_filename,patch_size_pixels,patch_scale
attack_02,1296,000000001296.jpg,person,Yes,Yes,0.874650,0.885164,-0.010514,-1.202081,0.974227,0.974577,-0.000351,5,4,-1,Yes,No,diffusion_patch_02.png,126,0.3
attack_02,1353,000000001353.jpg,person,Yes,Yes,0.752794,0.795477,-0.042683,-5.669944,0.886535,0.873397,0.013138,6,7,1,Yes,No,diffusion_patch_02.png,38,0.3
attack_02,1532,000000001532.jpg,car,Yes,Yes,0.829359,0.823531,0.005828,0.702711,0.940733,0.941164,-0.000431,9,7,-2,Yes,No,diffusion_patch_02.png,35,0.3
attack_02,5001,000000005001.jpg,person,Yes,Yes,0.859653,0.862441,-0.002788,-0.324317,0.902732,0.889197,0.013535,18,21,3,Yes,No,diffusion_patch_02.png,49,0.3
attack_02,5193,000000005193.jpg,person,Yes,Yes,0.918231,0.926753,-0.008522,-0.928089,0.946159,0.950483,-0.004324,11,12,1,Yes,No,diffusion_patch_02.png,65,0.3
attack_02,9590,000000009590.jpg,person,Yes,Yes,0.900567,0.887392,0.013175,1.462967,0.933410,0.928009,0.005400,21,21,0,Yes,No,diffusion_patch_02.png,71,0.3
attack_02,12120,000000012120.jpg,person,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,12,12,0,No,No,diffusion_patch_02.png,87,0.3
attack_02,15338,000000015338.jpg,car,Yes,No,0.283718,0.000000,0.283718,100.000000,0.859650,0.000000,0.859650,5,4,-1,Yes,Yes,diffusion_patch_02.png,8,0.3
attack_02,17207,000000017207.jpg,car,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,6,7,1,No,No,diffusion_patch_02.png,47,0.3
attack_02,18770,000000018770.jpg,person,Yes,Yes,0.923841,0.885787,0.038054,4.119107,0.911820,0.919310,-0.007491,2,3,1,Yes,No,diffusion_patch_02.png,127,0.3
attack_02,18837,000000018837.jpg,car,Yes,Yes,0.612429,0.511044,0.101385,16.554572,0.709830,0.711199,-0.001369,8,8,0,Yes,No,diffusion_patch_02.png,10,0.3
attack_02,21839,000000021839.jpg,car,Yes,Yes,0.468062,0.341677,0.126385,27.001765,0.757985,0.712575,0.045410,11,10,-1,Yes,No,diffusion_patch_02.png,10,0.3
