attack_id,image_id,target_class,clean_image,patched_image,clean_detected,patched_detected,clean_confidence,patched_confidence,clean_bbox,patched_bbox,clean_iou,patched_iou,confidence_drop,iou_drop,eligible,attack_success,clean_prediction_count,patched_prediction_count,inference_time_ms_clean,inference_time_ms_patched
attack_03,1532,car,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_03\clean_images\000000001532.jpg,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_03\patched_images\000000001532.jpg,True,True,0.9160691499710083,0.93352210521698,"[223.55413818359375, 356.657958984375, 423.3026123046875, 478.8628234863281]","[223.3836669921875, 356.5845947265625, 423.3580322265625, 478.8038330078125]",0.929362057080753,0.9273127903804897,-0.01745295524597168,0.002049266700263286,True,False,300,300,54.39740000292659,54.218800003582146
attack_03,9400,person,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_03\clean_images\000000009400.jpg,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_03\patched_images\000000009400.jpg,True,True,0.8511842489242554,0.2661445438861847,"[451.635498046875, 93.32498168945312, 639.796875, 366.0705261230469]","[450.017333984375, 93.85222625732422, 638.3960571289062, 368.7325134277344]",0.9627882980847937,0.9530414977643484,0.5850397050380707,0.009746800320445281,True,False,300,300,55.753399996319786,56.0646000012639
attack_03,9769,person,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_03\clean_images\000000009769.jpg,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_03\patched_images\000000009769.jpg,True,True,0.8341457843780518,0.8291650414466858,"[138.37298583984375, 201.41798400878906, 185.27743530273438, 277.2091064453125]","[136.7838897705078, 201.1002960205078, 184.42477416992188, 277.3724365234375]",0.892771741018339,0.8807337166065744,0.004980742931365967,0.012038024411764603,True,False,300,300,54.15550000179792,54.72400000144262
attack_03,9891,car,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_03\clean_images\000000009891.jpg,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_03\patched_images\000000009891.jpg,True,True,0.9125637412071228,0.9192480444908142,"[357.8446960449219, 89.97408294677734, 639.92529296875, 315.39788818359375]","[359.1695556640625, 89.61222839355469, 639.8757934570312, 313.92083740234375]",0.7176377334751898,0.7191700704804037,-0.006684303283691406,-0.0015323370052139351,True,False,300,300,55.45770000026096,55.274699996516574
attack_03,13659,person,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_03\clean_images\000000013659.jpg,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_03\patched_images\000000013659.jpg,True,True,0.918347954750061,0.9339170455932617,"[151.9680938720703, 219.21612548828125, 379.65460205078125, 476.8072509765625]","[153.77684020996094, 218.0072479248047, 379.51849365234375, 477.5229187011719]",0.9829386022888854,0.9826101437084414,-0.015569090843200684,0.0003284585804440576,True,False,300,300,55.97969999507768,57.60500000178581
attack_03,14226,person,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_03\clean_images\000000014226.jpg,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_03\patched_images\000000014226.jpg,True,True,0.9568431973457336,0.9510259628295898,"[211.1619873046875, 29.808727264404297, 546.2908325195312, 369.6246643066406]","[211.09494018554688, 29.680395126342773, 546.3982543945312, 370.05987548828125]",0.9740397837148712,0.974796150074486,0.005817234516143799,-0.0007563663596147352,True,False,300,300,59.580900000582915,59.03940000280272
attack_03,17178,car,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_03\clean_images\000000017178.jpg,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_03\patched_images\000000017178.jpg,True,True,0.9294669032096863,0.9307127594947815,"[433.52276611328125, 107.7143325805664, 639.8374633789062, 421.5361022949219]","[433.6230163574219, 107.6441650390625, 639.7376098632812, 421.83416748046875]",0.9796577685458299,0.98036759684487,-0.0012458562850952148,-0.0007098282990400939,True,False,300,300,54.533800001081545,54.57670000032522
attack_03,23126,person,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_03\clean_images\000000023126.jpg,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_03\patched_images\000000023126.jpg,True,True,0.9125357270240784,0.9219262599945068,"[157.98019409179688, 12.59238052368164, 276.89080810546875, 362.9284973144531]","[160.37783813476562, 12.718110084533691, 276.9029541015625, 362.4921875]",0.8705928038916745,0.8897178365952525,-0.009390532970428467,-0.019125032703578015,True,False,300,300,55.310799994913395,55.4647999961162
attack_03,27696,person,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_03\clean_images\000000027696.jpg,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_03\patched_images\000000027696.jpg,True,True,0.42601093649864197,0.4337138235569,"[0.6122016906738281, 0.1682060956954956, 338.6484375, 69.42935180664062]","[0.646514892578125, 0.21296106278896332, 339.0589904785156, 69.36005401611328]",0.9557183291373095,0.9566007064219011,-0.007702887058258057,-0.0008823772845916178,True,False,300,300,56.00309999863384,56.27470000035828
attack_03,27768,car,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_03\clean_images\000000027768.jpg,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_03\patched_images\000000027768.jpg,True,True,0.3941586911678314,0.2640693187713623,"[578.852783203125, 372.8581848144531, 611.6488647460938, 458.34478759765625]","[565.3585815429688, 373.0415344238281, 611.9989624023438, 475.23565673828125]",0.8224487973832981,0.6518176691732275,0.13008937239646912,0.17063112821007065,True,False,300,300,54.58409999846481,54.09959999815328
