attack_id,image_id,clean_filename,patched_filename,pair_verified,target_class,clean_wh,patched_wh,status,reason
attack_04,1532,000000001532.jpg,000000001532.jpg,yes,car,640x480,640x480,verified,
attack_04,7281,000000007281.jpg,000000007281.jpg,yes,person,640x361,640x361,verified,
attack_04,8211,000000008211.jpg,000000008211.jpg,yes,person,640x459,640x459,verified,
attack_04,8690,000000008690.jpg,000000008690.jpg,yes,person,640x480,640x480,verified,
attack_04,10363,000000010363.jpg,000000010363.jpg,yes,car,640x361,640x361,verified,
attack_04,11197,000000011197.jpg,000000011197.jpg,yes,car,640x427,640x427,verified,
attack_04,15338,000000015338.jpg,000000015338.jpg,yes,car,640x424,640x424,verified,
attack_04,16228,000000016228.jpg,000000016228.jpg,yes,person,640x440,640x440,verified,
attack_04,17029,000000017029.jpg,000000017029.jpg,yes,car,640x640,640x640,verified,
attack_04,17178,000000017178.jpg,000000017178.jpg,yes,car,640x427,640x427,verified,
attack_04,17207,000000017207.jpg,000000017207.jpg,yes,car,640x480,640x480,verified,
attack_04,17627,000000017627.jpg,000000017627.jpg,yes,car,640x480,640x480,verified,
attack_04,22705,000000022705.jpg,000000022705.jpg,yes,person,482x640,482x640,verified,
attack_04,22755,000000022755.jpg,000000022755.jpg,yes,car,640x479,640x479,verified,
attack_04,23272,000000023272.jpg,000000023272.jpg,yes,car,500x375,500x375,verified,
attack_04,25424,000000025424.jpg,000000025424.jpg,yes,person,427x640,427x640,verified,
attack_04,25603,000000025603.jpg,000000025603.jpg,yes,person,640x480,640x480,verified,
attack_04,26204,000000026204.jpg,000000026204.jpg,yes,car,640x427,640x427,verified,
attack_04,32334,000000032334.jpg,000000032334.jpg,yes,person,640x480,640x480,verified,
attack_04,33005,000000033005.jpg,000000033005.jpg,yes,person,640x426,640x426,verified,
attack_04,33221,000000033221.jpg,000000033221.jpg,yes,person,500x333,500x333,verified,
attack_04,40083,000000040083.jpg,000000040083.jpg,yes,car,500x333,500x333,verified,
attack_04,43737,000000043737.jpg,000000043737.jpg,yes,car,480x640,480x640,verified,
attack_04,44590,000000044590.jpg,000000044590.jpg,yes,car,640x246,640x246,verified,
attack_04,46048,000000046048.jpg,000000046048.jpg,yes,person,640x480,640x480,verified,
