attack_id,image_id,clean_filename,patched_filename,pair_verified,target_class,clean_wh,patched_wh,status,reason
attack_01,785,000000000785.jpg,000000000785.jpg,yes,person,640x425,640x425,verified,
attack_01,9891,000000009891.jpg,000000009891.jpg,yes,person,640x480,640x480,verified,
attack_01,11197,000000011197.jpg,000000011197.jpg,yes,person,640x427,640x427,verified,
attack_01,17178,000000017178.jpg,000000017178.jpg,yes,car,640x427,640x427,verified,
attack_01,18150,000000018150.jpg,000000018150.jpg,yes,person,640x480,640x480,verified,
attack_01,19786,000000019786.jpg,000000019786.jpg,yes,person,500x375,500x375,verified,
attack_01,38118,000000038118.jpg,000000038118.jpg,yes,person,640x427,640x427,verified,
attack_01,43737,000000043737.jpg,000000043737.jpg,yes,car,480x640,480x640,verified,
attack_01,44590,000000044590.jpg,000000044590.jpg,yes,car,640x246,640x246,verified,
attack_01,46463,000000046463.jpg,000000046463.jpg,yes,person,500x400,500x400,verified,
attack_01,47740,000000047740.jpg,000000047740.jpg,yes,person,640x359,640x359,verified,
attack_01,48396,000000048396.jpg,000000048396.jpg,yes,person,640x427,640x427,verified,
attack_01,50679,000000050679.jpg,000000050679.jpg,yes,car,640x427,640x427,verified,
attack_01,52507,000000052507.jpg,000000052507.jpg,yes,person,640x438,640x438,verified,
attack_01,54593,000000054593.jpg,000000054593.jpg,yes,car,640x427,640x427,verified,
attack_01,55950,000000055950.jpg,000000055950.jpg,yes,person,426x640,426x640,verified,
attack_01,57597,000000057597.jpg,000000057597.jpg,yes,car,640x426,640x426,verified,
attack_01,58539,000000058539.jpg,000000058539.jpg,yes,car,640x421,640x421,verified,
attack_01,63965,000000063965.jpg,000000063965.jpg,yes,person,640x427,640x427,verified,
attack_01,67213,000000067213.jpg,000000067213.jpg,yes,car,640x485,640x485,verified,
attack_01,78404,000000078404.jpg,000000078404.jpg,yes,person,500x350,500x350,verified,
attack_01,80022,000000080022.jpg,000000080022.jpg,yes,person,640x426,640x426,verified,
attack_01,84170,000000084170.jpg,000000084170.jpg,yes,car,640x480,640x480,verified,
attack_01,87038,000000087038.jpg,000000087038.jpg,yes,person,640x480,640x480,verified,
attack_01,88462,000000088462.jpg,000000088462.jpg,yes,car,640x383,640x383,verified,
attack_01,89556,000000089556.jpg,000000089556.jpg,yes,car,640x480,640x480,verified,
attack_01,89697,000000089697.jpg,000000089697.jpg,yes,person,640x429,640x429,verified,
attack_01,90284,000000090284.jpg,000000090284.jpg,yes,person,640x639,640x639,verified,
attack_01,91495,000000091495.jpg,000000091495.jpg,yes,person,640x447,640x447,verified,
attack_01,92416,000000092416.jpg,000000092416.jpg,yes,person,480x640,480x640,verified,
attack_01,94751,000000094751.jpg,000000094751.jpg,yes,car,375x500,375x500,verified,
attack_01,100624,000000100624.jpg,000000100624.jpg,yes,person,640x427,640x427,verified,
attack_01,100723,000000100723.jpg,000000100723.jpg,yes,person,500x333,500x333,verified,
attack_01,102805,000000102805.jpg,000000102805.jpg,yes,car,640x426,640x426,verified,
attack_01,115946,000000115946.jpg,000000115946.jpg,yes,car,480x640,480x640,verified,
attack_01,119445,000000119445.jpg,000000119445.jpg,yes,person,640x426,640x426,verified,
attack_01,121506,000000121506.jpg,000000121506.jpg,yes,car,612x612,612x612,verified,
