attack_id,image_id,clean_filename,patched_filename,pair_verified,target_class,clean_wh,patched_wh,status,reason
attack_02,1296,000000001296.jpg,000000001296.jpg,yes,person,427x640,427x640,verified,
attack_02,1353,000000001353.jpg,000000001353.jpg,yes,person,375x500,375x500,verified,
attack_02,1532,000000001532.jpg,000000001532.jpg,yes,car,640x480,640x480,verified,
attack_02,5001,000000005001.jpg,000000005001.jpg,yes,person,640x480,640x480,verified,
attack_02,5193,000000005193.jpg,000000005193.jpg,yes,person,640x425,640x425,verified,
attack_02,9590,000000009590.jpg,000000009590.jpg,yes,person,640x427,640x427,verified,
attack_02,12120,000000012120.jpg,000000012120.jpg,yes,person,640x428,640x428,verified,
attack_02,15338,000000015338.jpg,000000015338.jpg,yes,car,640x424,640x424,verified,
attack_02,17207,000000017207.jpg,000000017207.jpg,yes,car,640x480,640x480,verified,
attack_02,18770,000000018770.jpg,000000018770.jpg,yes,person,640x428,640x428,verified,
attack_02,18837,000000018837.jpg,000000018837.jpg,yes,car,640x480,640x480,verified,
attack_02,21839,000000021839.jpg,000000021839.jpg,yes,car,480x640,480x640,verified,
attack_02,24243,000000024243.jpg,000000024243.jpg,yes,person,640x480,640x480,verified,
attack_02,25393,000000025393.jpg,000000025393.jpg,yes,car,640x480,640x480,verified,
attack_02,26926,000000026926.jpg,000000026926.jpg,yes,car,423x640,423x640,verified,
attack_02,33759,000000033759.jpg,000000033759.jpg,yes,person,640x457,640x457,verified,
attack_02,33854,000000033854.jpg,000000033854.jpg,yes,car,640x427,640x427,verified,
attack_02,35682,000000035682.jpg,000000035682.jpg,yes,person,480x640,480x640,verified,
attack_02,40083,000000040083.jpg,000000040083.jpg,yes,car,500x333,500x333,verified,
attack_02,41633,000000041633.jpg,000000041633.jpg,yes,car,640x429,640x429,verified,
attack_02,50380,000000050380.jpg,000000050380.jpg,yes,person,640x427,640x427,verified,
attack_02,53626,000000053626.jpg,000000053626.jpg,yes,person,640x480,640x480,verified,
attack_02,54967,000000054967.jpg,000000054967.jpg,yes,car,424x640,424x640,verified,
attack_02,65350,000000065350.jpg,000000065350.jpg,yes,car,640x427,640x427,verified,
attack_02,65485,000000065485.jpg,000000065485.jpg,yes,car,640x364,640x364,verified,
attack_02,66706,000000066706.jpg,000000066706.jpg,yes,person,612x612,612x612,verified,
attack_02,67616,000000067616.jpg,000000067616.jpg,yes,car,640x480,640x480,verified,
attack_02,73533,000000073533.jpg,000000073533.jpg,yes,person,640x480,640x480,verified,
attack_02,74058,000000074058.jpg,000000074058.jpg,yes,person,640x427,640x427,verified,
attack_02,78823,000000078823.jpg,000000078823.jpg,yes,car,640x480,640x480,verified,
attack_02,82085,000000082085.jpg,000000082085.jpg,yes,person,640x428,640x428,verified,
attack_02,86220,000000086220.jpg,000000086220.jpg,yes,car,640x428,640x428,verified,
attack_02,93353,000000093353.jpg,000000093353.jpg,yes,person,640x480,640x480,verified,
attack_02,96825,000000096825.jpg,000000096825.jpg,yes,person,640x503,640x503,verified,
attack_02,97679,000000097679.jpg,000000097679.jpg,yes,person,640x480,640x480,verified,
attack_02,97924,000000097924.jpg,000000097924.jpg,yes,person,600x400,600x400,verified,
attack_02,98853,000000098853.jpg,000000098853.jpg,yes,person,427x640,427x640,verified,
attack_02,99024,000000099024.jpg,000000099024.jpg,yes,person,640x482,640x482,verified,
attack_02,102411,000000102411.jpg,000000102411.jpg,yes,car,640x427,640x427,verified,
attack_02,111036,000000111036.jpg,000000111036.jpg,yes,car,425x640,425x640,verified,
attack_02,111086,000000111086.jpg,000000111086.jpg,yes,car,500x336,500x336,verified,
attack_02,114770,000000114770.jpg,000000114770.jpg,yes,car,640x403,640x403,verified,
attack_02,115870,000000115870.jpg,000000115870.jpg,yes,person,640x426,640x426,verified,
attack_02,122166,000000122166.jpg,000000122166.jpg,yes,car,640x480,640x480,verified,
attack_02,126592,000000126592.jpg,000000126592.jpg,yes,car,640x433,640x433,verified,
attack_02,127263,000000127263.jpg,000000127263.jpg,yes,car,640x427,640x427,verified,
attack_02,131556,000000131556.jpg,000000131556.jpg,yes,person,640x425,640x425,verified,
attack_02,134886,000000134886.jpg,000000134886.jpg,yes,car,640x480,640x480,verified,
attack_02,135410,000000135410.jpg,000000135410.jpg,yes,car,480x640,480x640,verified,
attack_02,136715,000000136715.jpg,000000136715.jpg,yes,car,640x425,640x425,verified,
attack_02,137727,000000137727.jpg,000000137727.jpg,yes,car,640x359,640x359,verified,
attack_02,138979,000000138979.jpg,000000138979.jpg,yes,car,640x426,640x426,verified,
attack_02,142620,000000142620.jpg,000000142620.jpg,yes,person,640x426,640x426,verified,
attack_02,142790,000000142790.jpg,000000142790.jpg,yes,person,500x375,500x375,verified,
attack_02,147223,000000147223.jpg,000000147223.jpg,yes,car,640x360,640x360,verified,
attack_02,150265,000000150265.jpg,000000150265.jpg,yes,person,480x640,480x640,verified,
attack_02,151820,000000151820.jpg,000000151820.jpg,yes,person,640x427,640x427,verified,
attack_02,152771,000000152771.jpg,000000152771.jpg,yes,car,640x479,640x479,verified,
attack_02,153011,000000153011.jpg,000000153011.jpg,yes,car,640x480,640x480,verified,
attack_02,155145,000000155145.jpg,000000155145.jpg,yes,person,500x375,500x375,verified,
attack_02,157928,000000157928.jpg,000000157928.jpg,yes,car,640x480,640x480,verified,
attack_02,158956,000000158956.jpg,000000158956.jpg,yes,person,640x425,640x425,verified,
attack_02,160012,000000160012.jpg,000000160012.jpg,yes,car,640x461,640x461,verified,
attack_02,161609,000000161609.jpg,000000161609.jpg,yes,person,640x480,640x480,verified,
attack_02,161781,000000161781.jpg,000000161781.jpg,yes,person,640x428,640x428,verified,
attack_02,162858,000000162858.jpg,000000162858.jpg,yes,car,428x640,428x640,verified,
attack_02,166391,000000166391.jpg,000000166391.jpg,yes,car,640x427,640x427,verified,
attack_02,167067,000000167067.jpg,000000167067.jpg,yes,person,375x500,375x500,verified,
attack_02,171382,000000171382.jpg,000000171382.jpg,yes,car,640x426,640x426,verified,
attack_02,172330,000000172330.jpg,000000172330.jpg,yes,car,640x480,640x480,verified,
attack_02,173799,000000173799.jpg,000000173799.jpg,yes,person,640x524,640x524,verified,
attack_02,174123,000000174123.jpg,000000174123.jpg,yes,person,500x399,500x399,verified,
attack_02,174482,000000174482.jpg,000000174482.jpg,yes,car,640x388,640x388,verified,
attack_02,175438,000000175438.jpg,000000175438.jpg,yes,car,640x468,640x468,verified,
attack_02,176606,000000176606.jpg,000000176606.jpg,yes,car,640x480,640x480,verified,
attack_02,177489,000000177489.jpg,000000177489.jpg,yes,person,640x478,640x478,verified,
attack_02,177893,000000177893.jpg,000000177893.jpg,yes,car,640x428,640x428,verified,
attack_02,181499,000000181499.jpg,000000181499.jpg,yes,person,640x513,640x513,verified,
attack_02,181542,000000181542.jpg,000000181542.jpg,yes,car,640x600,640x600,verified,
attack_02,182155,000000182155.jpg,000000182155.jpg,yes,person,640x426,640x426,verified,
attack_02,188296,000000188296.jpg,000000188296.jpg,yes,car,640x609,640x609,verified,
attack_02,191845,000000191845.jpg,000000191845.jpg,yes,person,640x361,640x361,verified,
attack_02,193717,000000193717.jpg,000000193717.jpg,yes,car,521x640,521x640,verified,
