image_name,attack_id,target_class,gt_x1,gt_y1,gt_x2,gt_y2,clean_detected,clean_class,clean_confidence,clean_iou,patched_detected,patched_class,patched_confidence,patched_iou,eligible,attack_success,confidence_drop,iou_drop,both_valid
000000001532.jpg,attack_03,car,225.05,361.7,420.44,480.0,True,car,0.9069607853889465,0.9269706053637695,True,car,0.8986301422119141,0.9260769288875229,True,False,0.00833064317703247,0.0008936764762466076,True
000000009400.jpg,attack_03,person,447.9,89.27,640.0,365.39,True,person,0.8536828756332397,0.9537020731297159,True,person,0.8145048022270203,0.8446242017647971,True,False,0.03917807340621948,0.10907787136491875,True
000000009769.jpg,attack_03,person,139.51,200.68,183.29,274.57,True,person,0.7567035555839539,0.8796507357030712,True,person,0.781358003616333,0.8711549407586592,True,False,-0.02465444803237915,0.008495794944411994,True
000000009891.jpg,attack_03,car,284.76,79.89,640.0,299.94,True,car,0.8681222200393677,0.743814508228278,True,car,0.8470933437347412,0.7430800023998564,True,False,0.021028876304626465,0.0007345058284216055,True
000000013659.jpg,attack_03,person,152.06,217.16,379.74,479.02,True,person,0.9512927532196045,0.9804158712178944,True,person,0.9472631216049194,0.9797639797297378,True,False,0.004029631614685059,0.0006518914881565863,True
000000014226.jpg,attack_03,person,208.65,30.81,541.62,370.27,True,person,0.9404112100601196,0.964497054831921,True,person,0.9195190668106079,0.9626110895062368,True,False,0.02089214324951172,0.0018859653256843023,True
000000017178.jpg,attack_03,car,433.73,108.19,640.0,427.0,True,car,0.9616171717643738,0.9819547999126956,True,car,0.9589247107505798,0.9818104946309152,True,False,0.0026924610137939453,0.00014430528178044355,True
000000023126.jpg,attack_03,person,166.6,14.73,278.89,348.84000000000003,True,person,0.9412426948547363,0.9399014372481236,True,person,0.9412283301353455,0.9374497231071554,True,False,1.436471939086914e-05,0.002451714140968231,True
000000027696.jpg,attack_03,person,1.84,0.92,341.82,70.94,True,person,0.5797886848449707,0.973786608920412,True,person,0.6450484991073608,0.9738298387734166,True,False,-0.06525981426239014,-4.322985300453386e-05,True
000000027768.jpg,attack_03,car,573.62,373.75,611.82,455.08,True,car,0.5984448790550232,0.7954390705678962,True,car,0.5543087124824524,0.7859214421210068,True,False,0.0441361665725708,0.009517628446889415,True
000000029984.jpg,attack_03,person,218.91,208.42,264.8,253.58999999999997,True,person,0.9161339402198792,0.8497099208677379,True,person,0.9131766557693481,0.8429932324846722,True,False,0.002957284450531006,0.0067166883830657165,True
000000032570.jpg,attack_03,person,169.33,162.21,310.11,292.93,True,person,0.9478607177734375,0.9863158207040127,True,person,0.9377393126487732,0.9879615282628347,True,False,0.010121405124664307,-0.001645707558821985,True
000000032887.jpg,attack_03,person,373.29,119.19,499.13,464.53,True,person,0.9016746878623962,0.9144526800043112,True,person,0.9224286079406738,0.8711480490564932,True,False,-0.020753920078277588,0.043304630947818,True
000000033854.jpg,attack_03,car,0.96,217.83,269.28,420.75,True,car,0.8563085198402405,0.9339940339529406,True,car,0.8523553013801575,0.9348401026203755,True,False,0.003953218460083008,-0.0008460686674349738,True
000000034139.jpg,attack_03,person,451.32,98.49,595.95,381.51,True,person,0.92281174659729,0.6054293802350535,True,person,0.927187442779541,0.6172942546458623,True,False,-0.0043756961822509766,-0.011864874410808746,True
000000039484.jpg,attack_03,car,36.82,365.51,266.1,437.0,True,car,0.9242864847183228,0.9524022890536734,True,car,0.9218947291374207,0.9498961774090772,True,False,0.0023917555809020996,0.002506111644596243,True
