attack_id,image_id,target_class,clean_image,patched_image,clean_detected,patched_detected,clean_confidence,patched_confidence,clean_bbox,patched_bbox,clean_iou,patched_iou,confidence_drop,iou_drop,eligible,attack_success,clean_prediction_count,patched_prediction_count,inference_time_ms_clean,inference_time_ms_patched
attack_02,1296,person,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_02\clean_images\000000001296.jpg,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_02\patched_images\000000001296.jpg,True,True,0.9690943956375122,0.9687143564224243,"[1.1976563930511475, 6.564998626708984, 427.7869567871094, 634.7689208984375]","[1.798825979232788, 7.624683380126953, 427.2181701660156, 634.8927001953125]",0.9749134197738852,0.9761317426917653,0.0003800392150878906,-0.0012183229178800437,True,False,300,300,56.51729999954114,56.1362000007648
attack_02,1353,person,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_02\clean_images\000000001353.jpg,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_02\patched_images\000000001353.jpg,True,True,0.8550964593887329,0.7119406461715698,"[139.69314575195312, 180.73362731933594, 264.6055908203125, 377.7132568359375]","[140.770263671875, 180.5114288330078, 263.8416748046875, 377.7506408691406]",0.8695319205290526,0.8570488359511292,0.14315581321716309,0.012483084577923353,True,False,300,300,55.697800002235454,55.73060000460828
attack_02,1532,car,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_02\clean_images\000000001532.jpg,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_02\patched_images\000000001532.jpg,True,True,0.9160691499710083,0.931604266166687,"[223.55413818359375, 356.657958984375, 423.3026123046875, 478.8628234863281]","[223.52642822265625, 356.73681640625, 423.4497375488281, 478.8667297363281]",0.929362057080753,0.9291811215067461,-0.015535116195678711,0.00018093557400689075,True,False,300,300,54.30749999504769,54.6228000021074
attack_02,5001,person,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_02\clean_images\000000005001.jpg,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_02\patched_images\000000005001.jpg,True,True,0.9033454060554504,0.8711279034614563,"[362.5067138671875, 93.80594635009766, 522.0123901367188, 475.092041015625]","[358.8587646484375, 93.76284790039062, 521.9422607421875, 475.2095947265625]",0.9127541634170698,0.9341614711232444,0.03221750259399414,-0.021407307706174605,True,False,300,300,55.750500003341585,56.602000004204456
attack_02,5193,person,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_02\clean_images\000000005193.jpg,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_02\patched_images\000000005193.jpg,True,True,0.9452285170555115,0.9475350379943848,"[0.44714927673339844, 84.19218444824219, 227.6295166015625, 421.7162170410156]","[0.6877803802490234, 83.75431823730469, 225.40428161621094, 421.6617126464844]",0.9342703567695676,0.9434507442556298,-0.002306520938873291,-0.009180387486062203,True,False,300,300,55.69900000409689,55.75120000139577
attack_02,9590,person,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_02\clean_images\000000009590.jpg,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_02\patched_images\000000009590.jpg,True,True,0.9377198219299316,0.9368317723274231,"[0.3024864196777344, 58.28754806518555, 243.58885192871094, 421.4164123535156]","[0.24977684020996094, 58.12293243408203, 243.41799926757812, 420.7580871582031]",0.9437048525329513,0.9433069524333395,0.0008880496025085449,0.0003979000996118254,True,False,300,300,55.230400001164526,55.65719999867724
attack_02,12120,person,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_02\clean_images\000000012120.jpg,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_02\patched_images\000000012120.jpg,False,False,,,,,,,,,False,False,300,300,54.51049999828683,53.982400000677444
attack_02,15338,car,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_02\clean_images\000000015338.jpg,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_02\patched_images\000000015338.jpg,True,True,0.4380539059638977,0.2731645405292511,"[0.18478870391845703, 187.82080078125, 32.61265182495117, 216.62054443359375]","[0.9008455276489258, 188.258056640625, 31.72189712524414, 215.7352294921875]",0.9034439506563378,0.8724295763847053,0.1648893654346466,0.03101437427163245,True,False,300,300,53.7795999989612,56.36260000028415
attack_02,17207,car,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_02\clean_images\000000017207.jpg,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_02\patched_images\000000017207.jpg,True,True,0.4261917471885681,0.3037964403629303,"[481.6164855957031, 79.95928192138672, 639.9903564453125, 321.17889404296875]","[482.3324279785156, 79.67778778076172, 639.9865112304688, 321.2803955078125]",0.9667262789208877,0.9662832180994968,0.12239530682563782,0.00044306082139089487,True,False,300,300,54.94639999960782,55.87770000420278
attack_02,18770,person,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_02\clean_images\000000018770.jpg,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_02\patched_images\000000018770.jpg,True,True,0.9445526599884033,0.9556394815444946,"[205.72415161132812, 0.21293854713439941, 639.6671142578125, 425.81365966796875]","[212.5020751953125, 0.8254525661468506, 639.9871215820312, 424.6463623046875]",0.9241186422085089,0.9135375676813223,-0.011086821556091309,0.010581074527186596,True,False,300,300,54.83319999621017,56.07920000329614
