image_id,filename,target_class,class_id,gt_bbox_x,gt_bbox_y,gt_bbox_width,gt_bbox_height,detected,confidence,iou,best_same_class_confidence,best_same_class_iou,total_detections
785,000000000785.jpg,person,1,280.79,44.73,218.7,346.68,Yes,0.921971,0.9841107049133798,0.921971,0.9841107049133798,2
9891,000000009891.jpg,person,1,206.64,92.56,150.67,323.94,Yes,0.904122,0.9076788614785587,0.904122,0.9076788614785587,11
11197,000000011197.jpg,person,1,309.74,112.02,53.22,141.03,Yes,0.871216,0.9306318863542625,0.871216,0.9306318863542625,15
17178,000000017178.jpg,car,3,433.73,108.19,206.27,318.81,Yes,0.79733,0.9698684451258696,0.79733,0.9698684451258696,5
18150,000000018150.jpg,person,1,3.24,2.16,408.8,430.38,Yes,0.884682,0.9118965232348809,0.884682,0.9118965232348809,5
19786,000000019786.jpg,person,1,250.28,16.01,229.21,355.62,Yes,0.841567,0.971866695658732,0.841567,0.971866695658732,4
38118,000000038118.jpg,person,1,125.7,218.62,87.32,127.62,Yes,0.896954,0.8330362012020748,0.896954,0.8330362012020748,1
43737,000000043737.jpg,car,3,111.23,416.09,81.12,38.0,Yes,0.352254,0.8053425705343887,0.352254,0.8053425705343887,5
44590,000000044590.jpg,car,3,573.02,78.14,66.98,56.15,No,0.0,0.0,0.0,0.0,26
46463,000000046463.jpg,person,1,0.9,40.45,259.77,355.06,Yes,0.416502,0.5530514028591551,0.416502,0.5530514028591551,2
47740,000000047740.jpg,person,1,0.0,147.03,476.78,208.94,Yes,0.819695,0.9680738727931097,0.819695,0.9680738727931097,3
48396,000000048396.jpg,person,1,124.74,0.96,233.17,420.28,Yes,0.95726,0.980504935976956,0.95726,0.980504935976956,7
50679,000000050679.jpg,car,3,475.72,168.22,87.88,55.4,No,0.0,0.0,0.539812,0.01219967693500116,11
52507,000000052507.jpg,person,1,105.63,107.14,76.82,183.91,Yes,0.679109,0.9619505530308645,0.679109,0.9619505530308645,2
54593,000000054593.jpg,car,3,110.86,75.03,199.27,108.0,Yes,0.832925,0.9845862675137304,0.832925,0.9845862675137304,10
55950,000000055950.jpg,person,1,82.24,69.18,223.07,320.71,Yes,0.938063,0.9713696800849563,0.938063,0.9713696800849563,3
57597,000000057597.jpg,car,3,332.36,104.08,95.22,30.29,No,0.0,0.0,0.256866,0.036705707574869524,22
58539,000000058539.jpg,car,3,415.26,136.57,224.74,281.59,Yes,0.855636,0.9694614062669022,0.855636,0.9694614062669022,10
63965,000000063965.jpg,person,1,2.85,0.0,637.15,420.34,Yes,0.268449,0.9240942780823995,0.268449,0.9240942780823995,3
67213,000000067213.jpg,car,3,0.81,305.17,197.12,107.1,Yes,0.477677,0.9544746316502926,0.477677,0.9544746316502926,14
78404,000000078404.jpg,person,1,218.06,9.28,187.24,297.07,Yes,0.87751,0.9180039668384768,0.87751,0.9180039668384768,7
80022,000000080022.jpg,person,1,279.12,108.21,147.2,317.79,Yes,0.929261,0.9360864415984405,0.929261,0.9360864415984405,3
84170,000000084170.jpg,car,3,132.29,261.12,97.96,76.02,Yes,0.907223,0.8575094192676238,0.907223,0.8575094192676238,6
87038,000000087038.jpg,person,1,1.0,190.0,638.0,101.0,No,0.0,0.0,0.866617,0.10654358073648104,14
88462,000000088462.jpg,car,3,24.78,187.76,57.47,42.36,Yes,0.801753,0.9030797544624664,0.801753,0.9030797544624664,11
89556,000000089556.jpg,car,3,1.13,166.02,295.91,220.24,Yes,0.909548,0.9495205554004735,0.909548,0.9495205554004735,15
89697,000000089697.jpg,person,1,253.32,233.45,96.89,127.05,Yes,0.856595,0.9589396593967378,0.856595,0.9589396593967378,5
90284,000000090284.jpg,person,1,67.19,143.09,518.92,421.71,Yes,0.886276,0.9627084480720056,0.886276,0.9627084480720056,2
91495,000000091495.jpg,person,1,14.73,113.03,225.59,309.65,Yes,0.870162,0.9905579183361166,0.870162,0.9905579183361166,4
92416,000000092416.jpg,person,1,66.01,48.22,301.34,591.78,Yes,0.883786,0.981846836660865,0.883786,0.981846836660865,9
94751,000000094751.jpg,car,3,313.05,274.0,61.95,36.08,Yes,0.767937,0.9283329039228955,0.767937,0.9283329039228955,6
100624,000000100624.jpg,person,1,32.62,51.82,289.79,369.42,Yes,0.901482,0.8525894001105587,0.901482,0.8525894001105587,7
100723,000000100723.jpg,person,1,4.0,1.0,495.0,331.0,No,0.0,0.0,0.867113,0.1303409949804999,19
102805,000000102805.jpg,car,3,378.73,266.86,227.44,71.55,Yes,0.908946,0.9711092730078879,0.908946,0.9711092730078879,7
115946,000000115946.jpg,car,3,119.19,502.52,53.52,42.14,Yes,0.809663,0.9145606665141991,0.809663,0.9145606665141991,12
119445,000000119445.jpg,person,1,184.22,177.02,164.06,209.16,Yes,0.936131,0.94907746335634,0.936131,0.94907746335634,8
121506,000000121506.jpg,car,3,407.68,259.56,120.34,42.62,Yes,0.491583,0.6205829634955486,0.491583,0.6205829634955486,8
122606,000000122606.jpg,person,1,372.16,157.4,46.22,50.55,No,0.0,0.0,0.0,0.0,3
122672,000000122672.jpg,person,1,226.52,108.61,312.81,218.97,Yes,0.940295,0.9281009777859213,0.940295,0.9281009777859213,3
124798,000000124798.jpg,car,3,574.77,311.69,65.23,114.19,Yes,0.901325,0.9370694310781237,0.901325,0.9370694310781237,11
127092,000000127092.jpg,car,3,147.26,408.4,71.58,50.53,Yes,0.869893,0.9355868103273475,0.869893,0.9355868103273475,7
128675,000000128675.jpg,person,1,338.24,310.01,50.63,133.09,Yes,0.739331,0.848818778045534,0.739331,0.848818778045534,6
130699,000000130699.jpg,car,3,450.87,241.02,89.49,52.67,No,0.0,0.0,0.562054,0.0,12
132544,000000132544.jpg,car,3,0.96,110.05,306.37,207.76,No,0.0,0.0,0.0,0.0,8
136633,000000136633.jpg,person,1,11.85,252.35,74.49,219.21,Yes,0.883537,0.9782728941631017,0.883537,0.9782728941631017,13
140270,000000140270.jpg,person,1,291.88,61.56,59.64,161.63,Yes,0.779295,0.9635713081482661,0.779295,0.9635713081482661,2
144706,000000144706.jpg,car,3,498.43,369.92,49.3,33.73,No,0.0,0.0,0.667631,0.0,6
145597,000000145597.jpg,person,1,355.16,123.34,284.84,356.66,Yes,0.849555,0.8748084005722433,0.849555,0.8748084005722433,7
146667,000000146667.jpg,person,1,251.94,37.55,204.7,268.89,Yes,0.851555,0.8800931200842704,0.851555,0.8800931200842704,24
147725,000000147725.jpg,car,3,402.3,174.69,174.95,91.28,Yes,0.913811,0.950593304038346,0.913811,0.950593304038346,8
148662,000000148662.jpg,person,1,81.98,0.0,556.58,480.0,Yes,0.889733,0.8754569098442062,0.889733,0.8754569098442062,3
155341,000000155341.jpg,car,3,151.93,284.78,241.16,130.78,Yes,0.826719,0.9811707704523723,0.826719,0.9811707704523723,9
156071,000000156071.jpg,car,3,305.77,76.16,161.54,46.22,No,0.0,0.0,0.0,0.0,10
157365,000000157365.jpg,car,3,1.53,193.05,123.95,183.42,Yes,0.906913,0.9268501683202292,0.906913,0.9268501683202292,8
158744,000000158744.jpg,car,3,592.93,92.25,45.85,29.57,Yes,0.763617,0.8473206331041642,0.763617,0.8473206331041642,6
160556,000000160556.jpg,person,1,453.97,76.94,184.66,346.25,Yes,0.899057,0.961931130790344,0.899057,0.961931130790344,6
161128,000000161128.jpg,car,3,0.0,391.1,49.79,47.32,Yes,0.876743,0.9498403081368518,0.876743,0.9498403081368518,10
166768,000000166768.jpg,person,1,73.35,20.13,352.36,611.24,Yes,0.849362,0.8321880118920446,0.849362,0.8321880118920446,3
167122,000000167122.jpg,car,3,32.73,215.81,607.27,264.19,No,0.0,0.0,0.0,0.0,0
168330,000000168330.jpg,car,3,12.11,186.27,48.82,40.99,Yes,0.620582,0.8861430010772907,0.620582,0.8861430010772907,9
170116,000000170116.jpg,person,1,112.98,104.33,41.79,39.42,No,0.0,0.0,0.0,0.0,4
174371,000000174371.jpg,person,1,224.57,92.94,415.43,409.03,Yes,0.906436,0.9648862779673371,0.906436,0.9648862779673371,9
177015,000000177015.jpg,person,1,2.38,5.35,637.62,469.3,Yes,0.407136,0.6152745210897252,0.407136,0.6152745210897252,4
181303,000000181303.jpg,person,1,228.17,81.68,60.36,227.92,Yes,0.831766,0.7746558091601545,0.831766,0.7746558091601545,2
183246,000000183246.jpg,car,3,215.95,0.0,284.05,400.0,No,0.0,0.0,0.425316,0.03571234480302765,15
183391,000000183391.jpg,person,1,0.0,0.0,631.0,380.0,Yes,0.329018,0.5425894869270429,0.329018,0.5425894869270429,21
184324,000000184324.jpg,person,1,3.0,199.0,594.0,225.0,No,0.0,0.0,0.687274,0.06671577108516404,35
186624,000000186624.jpg,person,1,40.45,297.83,57.46,180.08,Yes,0.800329,0.8550380495299111,0.800329,0.8550380495299111,3
191013,000000191013.jpg,car,3,44.37,548.77,179.72,91.23,Yes,0.858425,0.9646301378227474,0.858425,0.9646301378227474,7
191672,000000191672.jpg,person,1,363.56,152.93,118.3,102.91,Yes,0.880693,0.8694044832669864,0.880693,0.8694044832669864,2
192670,000000192670.jpg,car,3,220.1,95.2,179.14,82.35,Yes,0.426263,0.9094548276214061,0.426263,0.9094548276214061,13
192716,000000192716.jpg,car,3,137.81,595.39,96.3,44.61,Yes,0.900262,0.9669080754485013,0.900262,0.9669080754485013,4
193926,000000193926.jpg,person,1,412.25,320.25,209.03,142.0,Yes,0.417118,0.8774264212791768,0.417118,0.8774264212791768,10
195842,000000195842.jpg,person,1,414.53,47.61,150.68,425.92,Yes,0.909744,0.9461894854780045,0.909744,0.9461894854780045,7
196141,000000196141.jpg,car,3,468.46,72.35,115.21,64.6,No,0.0,0.0,0.372947,0.0,11
198489,000000198489.jpg,person,1,104.6,92.22,172.05,339.95,Yes,0.932807,0.9564613186723725,0.932807,0.9564613186723725,4
199771,000000199771.jpg,person,1,36.52,55.34,193.69,360.81,Yes,0.887894,0.9679958415038452,0.887894,0.9679958415038452,16
201934,000000201934.jpg,car,3,261.9,160.13,35.18,32.58,Yes,0.357349,0.6733039982216198,0.357349,0.6733039982216198,11
205105,000000205105.jpg,person,1,142.26,127.89,161.2,300.01,Yes,0.942657,0.9942867169715957,0.942657,0.9942867169715957,8
208423,000000208423.jpg,car,3,65.78,437.53,126.06,42.47,Yes,0.884009,0.9359029820238548,0.884009,0.9359029820238548,16
213593,000000213593.jpg,car,3,200.12,377.47,74.38,48.53,Yes,0.755443,0.919354721939346,0.755443,0.919354721939346,12
214200,000000214200.jpg,car,3,28.76,487.31,398.24,139.51,Yes,0.941921,0.9469353451085539,0.941921,0.9469353451085539,4
224051,000000224051.jpg,car,3,238.74,161.8,68.53,51.55,Yes,0.837761,0.9107787876135351,0.837761,0.9107787876135351,3
224119,000000224119.jpg,person,1,177.32,146.68,69.89,99.2,No,0.0,0.0,0.451178,0.4809909318703216,5
224807,000000224807.jpg,person,1,0.0,19.0,639.0,150.0,No,0.0,0.0,0.662516,0.11893802115776804,27
229216,000000229216.jpg,person,1,143.6,9.57,442.27,412.6,Yes,0.886488,0.9387179920730498,0.886488,0.9387179920730498,2
229601,000000229601.jpg,person,1,87.32,75.36,174.57,276.16,Yes,0.895418,0.953201116158617,0.895418,0.953201116158617,10
230008,000000230008.jpg,car,3,434.32,74.32,205.68,236.91,Yes,0.433104,0.9531681660568682,0.433104,0.9531681660568682,5
239537,000000239537.jpg,person,1,263.26,25.25,259.12,380.88,Yes,0.946861,0.9806981449759562,0.946861,0.9806981449759562,3
245320,000000245320.jpg,person,1,180.18,92.25,203.24,200.36,Yes,0.924624,0.9301797917523472,0.924624,0.9301797917523472,2
246454,000000246454.jpg,person,1,116.61,15.51,437.2,543.59,Yes,0.799706,0.6184042380478485,0.799706,0.6184042380478485,4
248752,000000248752.jpg,person,1,145.79,78.11,268.82,290.73,Yes,0.922811,0.9452708714870949,0.922811,0.9452708714870949,3
250127,000000250127.jpg,person,1,237.3,179.87,136.63,422.83,Yes,0.860191,0.897713371086241,0.860191,0.897713371086241,6
252294,000000252294.jpg,person,1,52.81,48.39,186.52,412.36,Yes,0.630353,0.5544536020215376,0.630353,0.5544536020215376,3
259690,000000259690.jpg,car,3,446.19,112.63,129.77,37.86,No,0.0,0.0,0.330535,0.32078425652237513,17
260266,000000260266.jpg,car,3,51.39,516.24,73.8,35.73,Yes,0.903168,0.9317053834410688,0.903168,0.9317053834410688,10
261535,000000261535.jpg,person,1,197.03,115.06,133.76,432.9,Yes,0.903146,0.9526746643529981,0.903146,0.9526746643529981,8
261982,000000261982.jpg,car,3,0.0,8.53,251.9,214.62,Yes,0.351962,0.6455106941720669,0.351962,0.6455106941720669,6
266400,000000266400.jpg,person,1,36.32,0.59,38.56,53.86,Yes,0.478293,0.858883832398779,0.478293,0.858883832398779,9
268000,000000268000.jpg,person,1,601.31,176.02,37.22,80.92,Yes,0.35521,0.8118498426184199,0.35521,0.8118498426184199,3
270677,000000270677.jpg,person,1,184.09,90.61,268.94,547.95,Yes,0.913114,0.9795667791583434,0.913114,0.9795667791583434,2
274272,000000274272.jpg,car,3,24.77,383.23,189.94,92.9,Yes,0.869974,0.8814007387562875,0.869974,0.8814007387562875,6
274411,000000274411.jpg,car,3,1.79,155.52,392.88,313.73,Yes,0.412683,0.5953505173642359,0.412683,0.5953505173642359,5
278848,000000278848.jpg,car,3,436.65,352.76,42.38,41.52,Yes,0.789256,0.9553866941544734,0.789256,0.9553866941544734,11
283037,000000283037.jpg,car,3,0.77,357.03,92.03,90.44,Yes,0.873931,0.9906285547104402,0.873931,0.9906285547104402,2
283038,000000283038.jpg,car,3,0.0,186.57,48.0,28.52,Yes,0.856325,0.9488356669945018,0.856325,0.9488356669945018,5
292155,000000292155.jpg,person,1,466.16,442.44,82.9,37.45,Yes,0.636637,0.7930748629170189,0.636637,0.7930748629170189,2
292415,000000292415.jpg,person,1,73.2,126.13,147.52,131.75,Yes,0.803286,0.932970907248965,0.803286,0.932970907248965,2
292997,000000292997.jpg,car,3,0.0,212.26,190.17,170.86,Yes,0.552398,0.9736816288469436,0.552398,0.9736816288469436,10
295420,000000295420.jpg,car,3,59.37,290.0,32.78,29.5,Yes,0.79874,0.9586430499315928,0.79874,0.9586430499315928,5
296224,000000296224.jpg,car,3,0.0,185.9,57.31,40.82,Yes,0.520208,0.6274450489328608,0.520208,0.6274450489328608,3
297578,000000297578.jpg,person,1,152.81,7.58,173.66,269.0,Yes,0.92714,0.9706806725382596,0.92714,0.9706806725382596,9
301135,000000301135.jpg,car,3,300.18,349.5,110.71,46.47,Yes,0.867314,0.9021231837371987,0.867314,0.9021231837371987,17
301376,000000301376.jpg,car,3,1.49,392.29,96.6,85.78,Yes,0.89904,0.9422336584722296,0.89904,0.9422336584722296,16
301421,000000301421.jpg,car,3,295.98,96.98,80.85,57.92,No,0.0,0.0,0.0,0.0,8
308531,000000308531.jpg,car,3,307.14,566.6,51.86,40.24,No,0.0,0.0,0.0,0.0,2
327306,000000327306.jpg,person,1,36.53,0.89,149.66,161.25,Yes,0.893702,0.9670057920913241,0.893702,0.9670057920913241,2
328601,000000328601.jpg,person,1,79.46,16.98,254.26,615.44,Yes,0.839454,0.9511507202693892,0.839454,0.9511507202693892,3
334417,000000334417.jpg,person,1,100.45,64.58,497.0,351.25,Yes,0.924329,0.9533191902051514,0.924329,0.9533191902051514,4
334555,000000334555.jpg,car,3,448.82,182.37,131.57,78.41,No,0.0,0.0,0.529034,0.0,19
338560,000000338560.jpg,car,3,56.18,165.31,81.33,35.35,Yes,0.885938,0.9464134555045004,0.885938,0.9464134555045004,8
338625,000000338625.jpg,car,3,10.32,236.07,115.62,41.29,Yes,0.908104,0.9155514178850823,0.908104,0.9155514178850823,9
342397,000000342397.jpg,person,1,286.16,137.97,107.36,180.6,Yes,0.902193,0.9577135564814341,0.902193,0.9577135564814341,7
349860,000000349860.jpg,car,3,350.12,349.22,36.23,29.2,Yes,0.392624,0.7364480154334881,0.392624,0.7364480154334881,6
351823,000000351823.jpg,person,1,100.12,87.12,209.6,509.68,Yes,0.920241,0.922997691579024,0.920241,0.922997691579024,4
354753,000000354753.jpg,car,3,15.41,386.37,623.4,93.63,No,0.0,0.0,0.281798,0.0,5
354829,000000354829.jpg,car,3,81.74,84.27,289.89,154.21,Yes,0.759489,0.9514362407669916,0.759489,0.9514362407669916,1
356612,000000356612.jpg,car,3,201.58,187.96,122.28,99.69,Yes,0.666475,0.9560375617205904,0.666475,0.9560375617205904,15
357978,000000357978.jpg,person,1,153.2,103.66,104.52,271.34,Yes,0.897882,0.9802599045129039,0.897882,0.9802599045129039,7
361142,000000361142.jpg,car,3,287.49,513.95,175.51,114.13,Yes,0.925384,0.9336430773284734,0.925384,0.9336430773284734,13
361506,000000361506.jpg,car,3,480.66,258.99,89.43,28.07,Yes,0.527953,0.8008626492670888,0.527953,0.8008626492670888,3
363188,000000363188.jpg,car,3,590.03,198.92,49.97,106.42,Yes,0.597566,0.819865511096081,0.597566,0.819865511096081,12
373353,000000373353.jpg,car,3,0.0,206.0,483.0,195.0,No,0.0,0.0,0.879106,0.08843397163760688,28
376284,000000376284.jpg,car,3,71.41,26.87,182.66,116.52,Yes,0.904718,0.9533399102898971,0.904718,0.9533399102898971,8
376322,000000376322.jpg,person,1,1.0,169.0,417.0,152.0,No,0.0,0.0,0.606463,0.21058787292085532,34
378515,000000378515.jpg,person,1,240.68,231.61,153.41,189.38,Yes,0.482813,0.8988492273299138,0.482813,0.8988492273299138,17
380913,000000380913.jpg,person,1,0.71,151.05,159.98,276.66,Yes,0.927019,0.9639962801942819,0.927019,0.9639962801942819,10
384468,000000384468.jpg,car,3,0.0,262.97,91.75,107.21,Yes,0.752179,0.857820855113181,0.752179,0.857820855113181,6
388215,000000388215.jpg,person,1,245.7,86.98,173.82,325.68,Yes,0.938917,0.9562709766484797,0.938917,0.9562709766484797,3
394510,000000394510.jpg,car,3,0.01,0.0,362.55,198.31,Yes,0.946069,0.979032523487309,0.946069,0.979032523487309,8
397303,000000397303.jpg,person,1,336.54,65.8,194.16,393.71,Yes,0.88958,0.9823208415284774,0.88958,0.9823208415284774,23
397351,000000397351.jpg,car,3,251.6,6.76,388.4,247.79,Yes,0.542818,0.836073605598245,0.542818,0.836073605598245,4
408120,000000408120.jpg,car,3,268.27,74.19,68.79,28.62,Yes,0.541413,0.6754800181924302,0.541413,0.6754800181924302,5
410650,000000410650.jpg,person,1,5.0,0.0,634.0,178.0,No,0.0,0.0,0.909594,0.05074962966806782,28
412362,000000412362.jpg,person,1,212.89,107.29,268.09,386.36,Yes,0.900411,0.8858929921321735,0.900411,0.8858929921321735,7
412531,000000412531.jpg,car,3,454.51,255.85,181.82,100.03,Yes,0.45094,0.982127525580177,0.45094,0.982127525580177,6
414385,000000414385.jpg,car,3,151.69,276.03,68.26,49.84,Yes,0.839809,0.8761684594328388,0.839809,0.8761684594328388,7
421060,000000421060.jpg,person,1,306.0,5.0,329.0,228.0,No,0.0,0.0,0.532149,0.012831818070232308,4
426372,000000426372.jpg,car,3,73.46,104.4,140.5,132.24,No,0.0,0.0,0.437307,0.0,3
427055,000000427055.jpg,car,3,319.4,309.1,46.36,31.49,Yes,0.348065,0.8629185323678524,0.348065,0.8629185323678524,11
428562,000000428562.jpg,person,1,28.04,2.16,113.26,159.64,Yes,0.761365,0.804245748812807,0.761365,0.804245748812807,9
434459,000000434459.jpg,person,1,366.42,49.41,240.85,407.59,Yes,0.920979,0.9665000539262999,0.920979,0.9665000539262999,20
436738,000000436738.jpg,car,3,264.97,347.9,131.5,56.22,Yes,0.679468,0.9461871442427366,0.679468,0.9461871442427366,9
