attack_id,image_id,filename,target_class,class_id,clean_detected,clean_confidence,clean_iou,clean_total_detections,clean_best_same_class_confidence,clean_best_same_class_iou,attacked_detected,attacked_confidence,attacked_iou,attacked_total_detections,attacked_best_same_class_confidence,attacked_best_same_class_iou,confidence_drop,iou_drop,detection_count_change,patch_filename,patch_size_pixels,patch_scale,patch_center_x,patch_center_y,eligible_for_asr,attack_success
attack_01,785,000000000785.jpg,person,1,Yes,0.921971,0.9841107049133798,2,0.921971,0.9841107049133798,Yes,0.908687,0.9805178257114405,2,0.908687,0.9805178257114405,0.013283999999999963,0.003592879201939292,0,diffusion_patch_01.png,66,0.3,390.14,218.07,Yes,No
attack_01,9891,000000009891.jpg,person,1,Yes,0.904122,0.9076788614785587,11,0.904122,0.9076788614785587,Yes,0.899176,0.9030076302989795,10,0.899176,0.9030076302989795,0.004946000000000006,0.004671231179579238,-1,diffusion_patch_01.png,45,0.3,281.97499999999997,254.53,Yes,No
attack_01,11197,000000011197.jpg,person,1,Yes,0.871216,0.9306318863542625,15,0.871216,0.9306318863542625,Yes,0.855137,0.9304934017621083,14,0.855137,0.9304934017621083,0.016078999999999954,0.00013848459215426434,-1,diffusion_patch_01.png,16,0.3,336.35,182.535,Yes,No
attack_01,17178,000000017178.jpg,car,3,Yes,0.79733,0.9698684451258696,5,0.79733,0.9698684451258696,Yes,0.915292,0.9692151293161233,6,0.915292,0.9692151293161233,-0.11796200000000001,0.0006533158097462577,1,diffusion_patch_01.png,62,0.3,536.865,267.595,Yes,No
attack_01,18150,000000018150.jpg,person,1,Yes,0.884682,0.9118965232348809,5,0.884682,0.9118965232348809,Yes,0.926069,0.9075776309788456,5,0.926069,0.9075776309788456,-0.04138700000000006,0.004318892256035323,0,diffusion_patch_01.png,123,0.3,207.64000000000001,217.35,Yes,No
attack_01,19786,000000019786.jpg,person,1,Yes,0.841567,0.971866695658732,4,0.841567,0.971866695658732,Yes,0.770381,0.9593905836928738,3,0.770381,0.9593905836928738,0.07118599999999997,0.012476111965858183,-1,diffusion_patch_01.png,69,0.3,364.885,193.82,Yes,No
attack_01,38118,000000038118.jpg,person,1,Yes,0.896954,0.8330362012020748,1,0.896954,0.8330362012020748,Yes,0.899262,0.8326065309323047,1,0.899262,0.8326065309323047,-0.0023079999999999767,0.00042967026977003275,0,diffusion_patch_01.png,26,0.3,169.36,282.43,Yes,No
attack_01,43737,000000043737.jpg,car,3,Yes,0.352254,0.8053425705343887,5,0.352254,0.8053425705343887,Yes,0.358103,0.8804390593734025,5,0.358103,0.8804390593734025,-0.005848999999999993,-0.07509648883901376,0,diffusion_patch_01.png,11,0.3,151.79000000000002,435.09,Yes,No
attack_01,44590,000000044590.jpg,car,3,No,0.0,0.0,26,0.0,0.0,No,0.0,0.0,25,0.0,0.0,0.0,0.0,-1,diffusion_patch_01.png,17,0.3,606.51,106.215,No,No
attack_01,46463,000000046463.jpg,person,1,Yes,0.416502,0.5530514028591551,2,0.416502,0.5530514028591551,Yes,0.345976,0.9090693937959348,3,0.345976,0.9090693937959348,0.07052599999999998,-0.35601799093677966,1,diffusion_patch_01.png,78,0.3,130.785,217.98000000000002,Yes,No
attack_01,47740,000000047740.jpg,person,1,Yes,0.819695,0.9680738727931097,3,0.819695,0.9680738727931097,Yes,0.802185,0.9789703486506802,2,0.802185,0.9789703486506802,0.017509999999999915,-0.010896475857570476,-1,diffusion_patch_01.png,63,0.3,238.39,251.5,Yes,No
attack_01,48396,000000048396.jpg,person,1,Yes,0.95726,0.980504935976956,7,0.95726,0.980504935976956,Yes,0.952633,0.9760822128180933,7,0.952633,0.9760822128180933,0.004627000000000048,0.004422723158862718,0,diffusion_patch_01.png,70,0.3,241.325,211.1,Yes,No
attack_01,50679,000000050679.jpg,car,3,No,0.0,0.0,11,0.539812,0.01219967693500116,No,0.0,0.0,12,0.275858,0.056947893201822704,0.0,0.0,1,diffusion_patch_01.png,17,0.3,519.6600000000001,195.92,No,No
attack_01,52507,000000052507.jpg,person,1,Yes,0.679109,0.9619505530308645,2,0.679109,0.9619505530308645,Yes,0.781171,0.8174373698834322,2,0.781171,0.8174373698834322,-0.10206199999999999,0.14451318314743233,0,diffusion_patch_01.png,23,0.3,144.04,199.095,Yes,No
attack_01,54593,000000054593.jpg,car,3,Yes,0.832925,0.9845862675137304,10,0.832925,0.9845862675137304,Yes,0.771043,0.9782965082518428,9,0.771043,0.9782965082518428,0.06188199999999999,0.006289759261887573,-1,diffusion_patch_01.png,32,0.3,210.495,129.03,Yes,No
attack_01,55950,000000055950.jpg,person,1,Yes,0.938063,0.9713696800849563,3,0.938063,0.9713696800849563,Yes,0.92654,0.9729569690963983,3,0.92654,0.9729569690963983,0.01152299999999995,-0.0015872890114420057,0,diffusion_patch_01.png,67,0.3,193.77499999999998,229.535,Yes,No
attack_01,57597,000000057597.jpg,car,3,No,0.0,0.0,22,0.256866,0.036705707574869524,Yes,0.323922,0.5959214717864456,22,0.323922,0.5959214717864456,-0.323922,-0.5959214717864456,0,diffusion_patch_01.png,9,0.3,379.97,119.225,No,No
attack_01,58539,000000058539.jpg,car,3,Yes,0.855636,0.9694614062669022,10,0.855636,0.9694614062669022,Yes,0.732794,0.9683627544505925,12,0.732794,0.9683627544505925,0.122842,0.001098651816309748,2,diffusion_patch_01.png,67,0.3,527.63,277.365,Yes,No
attack_01,63965,000000063965.jpg,person,1,Yes,0.268449,0.9240942780823995,3,0.268449,0.9240942780823995,No,0.0,0.0,4,0.270806,0.380246772056402,0.268449,0.9240942780823995,1,diffusion_patch_01.png,126,0.3,321.425,210.17,Yes,Yes
attack_01,67213,000000067213.jpg,car,3,Yes,0.477677,0.9544746316502926,14,0.477677,0.9544746316502926,Yes,0.525998,0.9494049649973011,14,0.525998,0.9494049649973011,-0.04832099999999995,0.005069666652991467,0,diffusion_patch_01.png,32,0.3,99.37,358.72,Yes,No
attack_01,78404,000000078404.jpg,person,1,Yes,0.87751,0.9180039668384768,7,0.87751,0.9180039668384768,Yes,0.875254,0.9238097730836968,7,0.875254,0.9238097730836968,0.0022560000000000358,-0.00580580624521998,0,diffusion_patch_01.png,56,0.3,311.68,157.815,Yes,No
attack_01,80022,000000080022.jpg,person,1,Yes,0.929261,0.9360864415984405,3,0.929261,0.9360864415984405,Yes,0.932636,0.939303471916783,4,0.932636,0.939303471916783,-0.003375000000000017,-0.0032170303183425286,1,diffusion_patch_01.png,44,0.3,352.72,267.105,Yes,No
attack_01,84170,000000084170.jpg,car,3,Yes,0.907223,0.8575094192676238,6,0.907223,0.8575094192676238,Yes,0.912588,0.8609320649285914,6,0.912588,0.8609320649285914,-0.005364999999999953,-0.003422645660967616,0,diffusion_patch_01.png,23,0.3,181.26999999999998,299.13,Yes,No
attack_01,87038,000000087038.jpg,person,1,No,0.0,0.0,14,0.866617,0.10654358073648104,No,0.0,0.0,14,0.866747,0.10663292643058499,0.0,0.0,0,diffusion_patch_01.png,30,0.3,320.0,240.5,No,No
attack_01,88462,000000088462.jpg,car,3,Yes,0.801753,0.9030797544624664,11,0.801753,0.9030797544624664,Yes,0.74413,0.9025892169253324,11,0.74413,0.9025892169253324,0.05762300000000009,0.000490537537133906,0,diffusion_patch_01.png,13,0.3,53.515,208.94,Yes,No
attack_01,89556,000000089556.jpg,car,3,Yes,0.909548,0.9495205554004735,15,0.909548,0.9495205554004735,Yes,0.916983,0.9589207892891674,15,0.916983,0.9589207892891674,-0.007434999999999969,-0.00940023388869382,0,diffusion_patch_01.png,66,0.3,149.085,276.14,Yes,No
attack_01,89697,000000089697.jpg,person,1,Yes,0.856595,0.9589396593967378,5,0.856595,0.9589396593967378,Yes,0.748333,0.8378995455456051,5,0.748333,0.8378995455456051,0.10826199999999997,0.12104011385113267,0,diffusion_patch_01.png,29,0.3,301.765,296.97499999999997,Yes,No
attack_01,90284,000000090284.jpg,person,1,Yes,0.886276,0.9627084480720056,2,0.886276,0.9627084480720056,Yes,0.88061,0.9627533460666106,2,0.88061,0.9627533460666106,0.005665999999999949,-4.489799460494215e-05,0,diffusion_patch_01.png,127,0.3,326.65,353.945,Yes,No
attack_01,91495,000000091495.jpg,person,1,Yes,0.870162,0.9905579183361166,4,0.870162,0.9905579183361166,Yes,0.795365,0.9777591945129124,4,0.795365,0.9777591945129124,0.074797,0.012798723823204239,0,diffusion_patch_01.png,68,0.3,127.525,267.855,Yes,No
attack_01,92416,000000092416.jpg,person,1,Yes,0.883786,0.981846836660865,9,0.883786,0.981846836660865,Yes,0.87227,0.9559639417678092,10,0.87227,0.9559639417678092,0.01151599999999997,0.02588289489305584,1,diffusion_patch_01.png,90,0.3,216.68,344.11,Yes,No
attack_01,94751,000000094751.jpg,car,3,Yes,0.767937,0.9283329039228955,6,0.767937,0.9283329039228955,Yes,0.800132,0.933988292740398,5,0.800132,0.933988292740398,-0.032194999999999974,-0.0056553888175024936,-1,diffusion_patch_01.png,11,0.3,344.02500000000003,292.04,Yes,No
attack_01,100624,000000100624.jpg,person,1,Yes,0.901482,0.8525894001105587,7,0.901482,0.8525894001105587,Yes,0.90325,0.8573422872958698,7,0.90325,0.8573422872958698,-0.0017679999999999918,-0.004752887185311083,0,diffusion_patch_01.png,87,0.3,177.51500000000001,236.53,Yes,No
attack_01,100723,000000100723.jpg,person,1,No,0.0,0.0,19,0.867113,0.1303409949804999,No,0.0,0.0,18,0.651908,0.13555074648538862,0.0,0.0,-1,diffusion_patch_01.png,99,0.3,251.5,166.5,No,No
attack_01,102805,000000102805.jpg,car,3,Yes,0.908946,0.9711092730078879,7,0.908946,0.9711092730078879,Yes,0.921461,0.9778032754550624,7,0.921461,0.9778032754550624,-0.012514999999999943,-0.006694002447174552,0,diffusion_patch_01.png,21,0.3,492.45000000000005,302.635,Yes,No
attack_01,115946,000000115946.jpg,car,3,Yes,0.809663,0.9145606665141991,12,0.809663,0.9145606665141991,Yes,0.736854,0.9077556158772949,12,0.736854,0.9077556158772949,0.07280900000000001,0.006805050636904175,0,diffusion_patch_01.png,13,0.3,145.95,523.59,Yes,No
attack_01,119445,000000119445.jpg,person,1,Yes,0.936131,0.94907746335634,8,0.936131,0.94907746335634,Yes,0.932857,0.9552895928697603,7,0.932857,0.9552895928697603,0.003273999999999999,-0.006212129513420317,-1,diffusion_patch_01.png,49,0.3,266.25,281.6,Yes,No
attack_01,121506,000000121506.jpg,car,3,Yes,0.491583,0.6205829634955486,8,0.491583,0.6205829634955486,Yes,0.255729,0.6105232391685631,8,0.255729,0.6105232391685631,0.235854,0.010059724326985542,0,diffusion_patch_01.png,13,0.3,467.85,280.87,Yes,No
attack_01,122606,000000122606.jpg,person,1,No,0.0,0.0,3,0.0,0.0,No,0.0,0.0,3,0.0,0.0,0.0,0.0,0,diffusion_patch_01.png,14,0.3,395.27000000000004,182.675,No,No
attack_01,122672,000000122672.jpg,person,1,Yes,0.940295,0.9281009777859213,3,0.940295,0.9281009777859213,Yes,0.927507,0.9294717366517691,2,0.927507,0.9294717366517691,0.012788000000000022,-0.0013707588658478098,-1,diffusion_patch_01.png,66,0.3,382.925,218.095,Yes,No
attack_01,124798,000000124798.jpg,car,3,Yes,0.901325,0.9370694310781237,11,0.901325,0.9370694310781237,Yes,0.909452,0.9353245499698785,11,0.909452,0.9353245499698785,-0.008126999999999995,0.001744881108245222,0,diffusion_patch_01.png,20,0.3,607.385,368.78499999999997,Yes,No
attack_01,127092,000000127092.jpg,car,3,Yes,0.869893,0.9355868103273475,7,0.869893,0.9355868103273475,Yes,0.828867,0.9183272915536659,7,0.828867,0.9183272915536659,0.04102600000000001,0.017259518773681592,0,diffusion_patch_01.png,15,0.3,183.04999999999998,433.66499999999996,Yes,No
attack_01,128675,000000128675.jpg,person,1,Yes,0.739331,0.848818778045534,6,0.739331,0.848818778045534,Yes,0.741817,0.7992481630801002,6,0.741817,0.7992481630801002,-0.0024859999999999882,0.0495706149654338,0,diffusion_patch_01.png,15,0.3,363.555,376.555,Yes,No
attack_01,130699,000000130699.jpg,car,3,No,0.0,0.0,12,0.562054,0.0,No,0.0,0.0,13,0.555454,0.0,0.0,0.0,1,diffusion_patch_01.png,16,0.3,495.615,267.355,No,No
attack_01,132544,000000132544.jpg,car,3,No,0.0,0.0,8,0.0,0.0,No,0.0,0.0,9,0.0,0.0,0.0,0.0,1,diffusion_patch_01.png,62,0.3,154.145,213.93,No,No
attack_01,136633,000000136633.jpg,person,1,Yes,0.883537,0.9782728941631017,13,0.883537,0.9782728941631017,Yes,0.891936,0.9794665142089336,14,0.891936,0.9794665142089336,-0.008398999999999934,-0.0011936200458319002,1,diffusion_patch_01.png,22,0.3,49.095,361.955,Yes,No
attack_01,140270,000000140270.jpg,person,1,Yes,0.779295,0.9635713081482661,2,0.779295,0.9635713081482661,Yes,0.756007,0.9818262734080381,2,0.756007,0.9818262734080381,0.023287999999999975,-0.018254965259771994,0,diffusion_patch_01.png,18,0.3,321.7,142.375,Yes,No
attack_01,144706,000000144706.jpg,car,3,No,0.0,0.0,6,0.667631,0.0,No,0.0,0.0,4,0.629994,0.0,0.0,0.0,-2,diffusion_patch_01.png,10,0.3,523.08,386.785,No,No
attack_01,145597,000000145597.jpg,person,1,Yes,0.849555,0.8748084005722433,7,0.849555,0.8748084005722433,Yes,0.893285,0.8706425072973104,7,0.893285,0.8706425072973104,-0.04373000000000005,0.004165893274932886,0,diffusion_patch_01.png,85,0.3,497.58000000000004,301.67,Yes,No
