attack_id,image_id,filename,target_class,clean_detected,attacked_detected,clean_confidence,attacked_confidence,confidence_drop,confidence_drop_percent,clean_iou,attacked_iou,iou_drop,clean_total_detections,attacked_total_detections,detection_count_change,eligible_for_asr,attack_success,patch_filename,patch_size_pixels,patch_scale
attack_03,1532,000000001532.jpg,car,Yes,Yes,0.829359,0.878546,-0.049187,-5.930725,0.940733,0.945035,-0.004302,9,8,-1,Yes,No,diffusion_patch_03.png,35,0.3
attack_03,9400,000000009400.jpg,person,Yes,Yes,0.657593,0.474670,0.182923,27.817054,0.970856,0.949773,0.021082,25,26,1,Yes,No,diffusion_patch_03.png,58,0.3
attack_03,9769,000000009769.jpg,person,Yes,Yes,0.292795,0.543743,-0.250948,-85.707748,0.904952,0.908420,-0.003468,5,4,-1,Yes,No,diffusion_patch_03.png,13,0.3
attack_03,9891,000000009891.jpg,car,Yes,Yes,0.723297,0.661728,0.061569,8.512271,0.812363,0.793664,0.018700,11,12,1,Yes,No,diffusion_patch_03.png,66,0.3
attack_03,13659,000000013659.jpg,person,Yes,Yes,0.914402,0.915857,-0.001455,-0.159120,0.969751,0.971018,-0.001268,26,27,1,Yes,No,diffusion_patch_03.png,68,0.3
attack_03,14226,000000014226.jpg,person,Yes,Yes,0.807096,0.836538,-0.029442,-3.647893,0.963715,0.944520,0.019196,6,4,-2,Yes,No,diffusion_patch_03.png,100,0.3
attack_03,17178,000000017178.jpg,car,Yes,Yes,0.797330,0.877409,-0.080079,-10.043395,0.969868,0.967989,0.001880,5,6,1,Yes,No,diffusion_patch_03.png,62,0.3
attack_03,23126,000000023126.jpg,person,Yes,Yes,0.813080,0.797682,0.015398,1.893787,0.897409,0.901268,-0.003858,2,3,1,Yes,No,diffusion_patch_03.png,34,0.3
attack_03,27696,000000027696.jpg,person,Yes,Yes,0.712618,0.689460,0.023158,3.249707,0.624814,0.643757,-0.018943,4,4,0,Yes,No,diffusion_patch_03.png,21,0.3
attack_03,27768,000000027768.jpg,car,Yes,Yes,0.630490,0.553824,0.076666,12.159749,0.903473,0.894928,0.008545,6,6,0,Yes,No,diffusion_patch_03.png,11,0.3
attack_03,29984,000000029984.jpg,person,Yes,Yes,0.891419,0.882616,0.008803,0.987527,0.813344,0.812642,0.000702,8,8,0,Yes,No,diffusion_patch_03.png,14,0.3
attack_03,32570,000000032570.jpg,person,Yes,Yes,0.908782,0.878029,0.030753,3.383980,0.967417,0.968762,-0.001344,2,3,1,Yes,No,diffusion_patch_03.png,39,0.3
attack_03,32887,000000032887.jpg,person,Yes,Yes,0.872095,0.884935,-0.012840,-1.472317,0.888957,0.888158,0.000799,6,7,1,Yes,No,diffusion_patch_03.png,38,0.3
attack_03,33854,000000033854.jpg,car,Yes,Yes,0.847102,0.327752,0.519350,61.309028,0.963081,0.731353,0.231728,15,16,1,Yes,No,diffusion_patch_03.png,61,0.3
attack_03,34139,000000034139.jpg,person,Yes,Yes,0.883549,0.881353,0.002196,0.248543,0.617652,0.612001,0.005651,4,6,2,Yes,No,diffusion_patch_03.png,43,0.3
attack_03,39484,000000039484.jpg,car,Yes,Yes,0.904786,0.904382,0.000404,0.044651,0.971230,0.967165,0.004065,20,23,3,Yes,No,diffusion_patch_03.png,21,0.3
attack_03,40083,000000040083.jpg,car,Yes,Yes,0.958043,0.940573,0.017470,1.823509,0.964779,0.964188,0.000590,10,10,0,Yes,No,diffusion_patch_03.png,22,0.3
attack_03,41633,000000041633.jpg,car,Yes,Yes,0.581611,0.571246,0.010365,1.782119,0.787992,0.767885,0.020106,3,3,0,Yes,No,diffusion_patch_03.png,13,0.3
attack_03,43737,000000043737.jpg,car,Yes,No,0.352254,0.000000,0.352254,100.000000,0.805343,0.000000,0.805343,5,4,-1,Yes,Yes,diffusion_patch_03.png,11,0.3
attack_03,46872,000000046872.jpg,car,Yes,Yes,0.504439,0.431887,0.072552,14.382710,0.880958,0.842149,0.038809,7,6,-1,Yes,No,diffusion_patch_03.png,7,0.3
attack_03,49259,000000049259.jpg,person,Yes,Yes,0.808628,0.648883,0.159745,19.755067,0.912101,0.907328,0.004773,1,3,2,Yes,No,diffusion_patch_03.png,24,0.3
attack_03,49759,000000049759.jpg,person,Yes,Yes,0.923407,0.922189,0.001218,0.131903,0.970997,0.960813,0.010184,20,20,0,Yes,No,diffusion_patch_03.png,35,0.3
attack_03,50679,000000050679.jpg,car,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,11,11,0,No,No,diffusion_patch_03.png,17,0.3
attack_03,54593,000000054593.jpg,car,Yes,Yes,0.832925,0.798165,0.034760,4.173245,0.984586,0.968916,0.015671,10,9,-1,Yes,No,diffusion_patch_03.png,32,0.3
attack_03,54967,000000054967.jpg,car,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,21,19,-2,No,No,diffusion_patch_03.png,16,0.3
attack_03,55150,000000055150.jpg,car,Yes,Yes,0.682534,0.514264,0.168270,24.653717,0.632187,0.803881,-0.171694,16,15,-1,Yes,No,diffusion_patch_03.png,61,0.3
attack_03,57672,000000057672.jpg,person,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,20,21,1,No,No,diffusion_patch_03.png,20,0.3
attack_03,59598,000000059598.jpg,person,Yes,Yes,0.261579,0.307511,-0.045932,-17.559514,0.954480,0.867332,0.087148,17,16,-1,Yes,No,diffusion_patch_03.png,16,0.3
attack_03,60823,000000060823.jpg,person,Yes,Yes,0.793422,0.814177,-0.020755,-2.615884,0.885264,0.852183,0.033081,22,23,1,Yes,No,diffusion_patch_03.png,30,0.3
attack_03,62353,000000062353.jpg,person,No,Yes,0.000000,0.638062,-0.638062,,0.000000,0.543054,-0.543054,12,11,-1,No,No,diffusion_patch_03.png,12,0.3
attack_03,64084,000000064084.jpg,person,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,10,10,0,No,No,diffusion_patch_03.png,17,0.3
attack_03,65455,000000065455.jpg,person,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,10,8,-2,No,No,diffusion_patch_03.png,56,0.3
attack_03,67406,000000067406.jpg,person,Yes,Yes,0.842534,0.832909,0.009625,1.142387,0.961134,0.956664,0.004470,4,4,0,Yes,No,diffusion_patch_03.png,8,0.3
attack_03,68093,000000068093.jpg,car,No,Yes,0.000000,0.318417,-0.318417,,0.000000,0.646987,-0.646987,6,7,1,No,No,diffusion_patch_03.png,33,0.3
attack_03,68409,000000068409.jpg,person,Yes,Yes,0.789354,0.770119,0.019235,2.436803,0.940026,0.903182,0.036844,8,9,1,Yes,No,diffusion_patch_03.png,49,0.3
attack_03,70739,000000070739.jpg,person,No,Yes,0.000000,0.390546,-0.390546,,0.000000,0.895903,-0.895903,6,9,3,No,No,diffusion_patch_03.png,142,0.3
attack_03,71938,000000071938.jpg,person,Yes,Yes,0.837266,0.756991,0.080275,9.587753,0.924355,0.922999,0.001356,3,3,0,Yes,No,diffusion_patch_03.png,144,0.3
attack_03,72281,000000072281.jpg,person,Yes,Yes,0.846951,0.843047,0.003904,0.460948,0.914229,0.949794,-0.035564,3,2,-1,Yes,No,diffusion_patch_03.png,78,0.3
attack_03,76417,000000076417.jpg,car,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,3,3,0,No,No,diffusion_patch_03.png,95,0.3
attack_03,85376,000000085376.jpg,car,Yes,Yes,0.818038,0.875045,-0.057007,-6.968747,0.849628,0.867448,-0.017821,13,13,0,Yes,No,diffusion_patch_03.png,16,0.3
attack_03,86220,000000086220.jpg,car,Yes,Yes,0.917447,0.913853,0.003594,0.391739,0.952201,0.954447,-0.002246,3,4,1,Yes,No,diffusion_patch_03.png,38,0.3
attack_03,93154,000000093154.jpg,car,Yes,Yes,0.808055,0.769184,0.038871,4.810440,0.924112,0.933327,-0.009214,14,15,1,Yes,No,diffusion_patch_03.png,11,0.3
attack_03,94751,000000094751.jpg,car,Yes,Yes,0.767937,0.793454,-0.025517,-3.322799,0.928333,0.934560,-0.006227,6,5,-1,Yes,No,diffusion_patch_03.png,11,0.3
attack_03,97679,000000097679.jpg,car,Yes,Yes,0.921658,0.948659,-0.027001,-2.929612,0.864727,0.866098,-0.001371,4,4,0,Yes,No,diffusion_patch_03.png,65,0.3
attack_03,98392,000000098392.jpg,car,Yes,Yes,0.883918,0.880098,0.003820,0.432167,0.953968,0.946576,0.007393,12,9,-3,Yes,No,diffusion_patch_03.png,37,0.3
attack_03,102411,000000102411.jpg,car,Yes,Yes,0.334507,0.600388,-0.265881,-79.484435,0.877561,0.885447,-0.007885,14,14,0,Yes,No,diffusion_patch_03.png,11,0.3
attack_03,102805,000000102805.jpg,car,Yes,Yes,0.908946,0.919966,-0.011020,-1.212393,0.971109,0.977171,-0.006061,7,7,0,Yes,No,diffusion_patch_03.png,21,0.3
attack_03,105264,000000105264.jpg,person,Yes,Yes,0.846646,0.792952,0.053694,6.341966,0.527673,0.961951,-0.434277,8,9,1,Yes,No,diffusion_patch_03.png,29,0.3
attack_03,107226,000000107226.jpg,person,Yes,Yes,0.834615,0.839055,-0.004440,-0.531982,0.833558,0.835771,-0.002213,17,15,-2,Yes,No,diffusion_patch_03.png,40,0.3
attack_03,109900,000000109900.jpg,person,Yes,Yes,0.834189,0.829507,0.004682,0.561264,0.905974,0.909773,-0.003799,11,10,-1,Yes,No,diffusion_patch_03.png,19,0.3
attack_03,111036,000000111036.jpg,car,Yes,Yes,0.888769,0.769472,0.119297,13.422723,0.956434,0.954896,0.001538,2,2,0,Yes,No,diffusion_patch_03.png,42,0.3
attack_03,113720,000000113720.jpg,person,Yes,Yes,0.763719,0.793905,-0.030186,-3.952501,0.954529,0.937338,0.017191,21,21,0,Yes,No,diffusion_patch_03.png,68,0.3
attack_03,119365,000000119365.jpg,person,Yes,Yes,0.709517,0.721904,-0.012387,-1.745836,0.906629,0.855466,0.051163,5,4,-1,Yes,No,diffusion_patch_03.png,98,0.3
attack_03,121242,000000121242.jpg,car,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,10,12,2,No,No,diffusion_patch_03.png,22,0.3
attack_03,121497,000000121497.jpg,person,Yes,Yes,0.663347,0.670677,-0.007330,-1.105002,0.992280,0.989696,0.002584,5,4,-1,Yes,No,diffusion_patch_03.png,76,0.3
attack_03,121506,000000121506.jpg,car,Yes,No,0.491583,0.000000,0.491583,100.000000,0.620583,0.000000,0.620583,8,7,-1,Yes,Yes,diffusion_patch_03.png,13,0.3
attack_03,122166,000000122166.jpg,car,Yes,Yes,0.750657,0.849321,-0.098664,-13.143686,0.965286,0.966632,-0.001345,13,15,2,Yes,No,diffusion_patch_03.png,46,0.3
attack_03,124442,000000124442.jpg,person,Yes,Yes,0.898474,0.916578,-0.018104,-2.014972,0.958723,0.942778,0.015944,3,4,1,Yes,No,diffusion_patch_03.png,27,0.3
attack_03,124798,000000124798.jpg,car,Yes,Yes,0.901325,0.907239,-0.005914,-0.656145,0.937069,0.936479,0.000590,11,11,0,Yes,No,diffusion_patch_03.png,20,0.3
attack_03,125778,000000125778.jpg,car,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,6,7,1,No,No,diffusion_patch_03.png,24,0.3
attack_03,127092,000000127092.jpg,car,Yes,Yes,0.869893,0.852428,0.017465,2.007718,0.935587,0.912266,0.023321,7,7,0,Yes,No,diffusion_patch_03.png,15,0.3
attack_03,127394,000000127394.jpg,person,Yes,Yes,0.747891,0.831110,-0.083219,-11.127156,0.969183,0.948173,0.021010,26,25,-1,Yes,No,diffusion_patch_03.png,28,0.3
attack_03,130386,000000130386.jpg,car,Yes,Yes,0.759531,0.740076,0.019455,2.561449,0.914490,0.922146,-0.007656,7,5,-2,Yes,No,diffusion_patch_03.png,9,0.3
attack_03,133244,000000133244.jpg,person,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,19,18,-1,No,No,diffusion_patch_03.png,35,0.3
attack_03,134886,000000134886.jpg,car,Yes,Yes,0.511704,0.556785,-0.045081,-8.809976,0.944715,0.919885,0.024830,5,5,0,Yes,No,diffusion_patch_03.png,18,0.3
