image_id,filename,target_class,class_id,gt_bbox_x,gt_bbox_y,gt_bbox_width,gt_bbox_height,detected,confidence,iou,best_same_class_confidence,best_same_class_iou,total_detections
1296,000000001296.jpg,person,1,7.16,1.57,419.84,634.27,Yes,0.87465,0.9742266682055417,0.87465,0.9742266682055417,5
1353,000000001353.jpg,person,1,138.58,198.11,128.05,184.54,Yes,0.752794,0.88653517606651,0.752794,0.88653517606651,6
1532,000000001532.jpg,car,3,225.05,361.7,195.39,118.3,Yes,0.829359,0.9407334512612511,0.829359,0.9407334512612511,9
5001,000000005001.jpg,person,1,354.88,91.69,162.87,378.6,Yes,0.859653,0.902732425442845,0.859653,0.902732425442845,18
5193,000000005193.jpg,person,1,1.91,89.78,216.8,330.44,Yes,0.918231,0.9461590124130473,0.918231,0.9461590124130473,11
9590,000000009590.jpg,person,1,0.0,52.78,237.01,374.22,Yes,0.900567,0.9334095519062564,0.900567,0.9334095519062564,21
12120,000000012120.jpg,person,1,1,0,638,289,No,0.0,0.0,0.912634,0.027556067295373934,12
15338,000000015338.jpg,car,3,0.0,187.2,32.65,27.37,Yes,0.283718,0.8596497750230144,0.283718,0.8596497750230144,5
17207,000000017207.jpg,car,3,482.06,82.4,156.57,235.88,No,0.0,0.0,0.804617,0.0,6
18770,000000018770.jpg,person,1,173.91,0.72,466.09,422.21,Yes,0.923841,0.9118196325887664,0.923841,0.9118196325887664,2
18837,000000018837.jpg,car,3,591.1,254.64,33.4,47.03,Yes,0.612429,0.7098298578207624,0.612429,0.7098298578207624,8
21839,000000021839.jpg,car,3,0.0,456.46,32.44,62.13,Yes,0.468062,0.7579850683997973,0.468062,0.7579850683997973,11
24243,000000024243.jpg,person,1,41.88,60.24,265.23,413.42,Yes,0.939824,0.967459628548846,0.939824,0.967459628548846,8
25393,000000025393.jpg,car,3,19.79,198.03,49.92,42.21,Yes,0.737259,0.657053300465481,0.737259,0.657053300465481,7
26926,000000026926.jpg,car,3,134.13,159.86,74.46,85.28,Yes,0.252646,0.7606389546161549,0.252646,0.7606389546161549,3
33759,000000033759.jpg,person,1,77.02,56.48,192.05,393.33,Yes,0.906027,0.9597589859076827,0.906027,0.9597589859076827,4
33854,000000033854.jpg,car,3,0.96,217.83,268.32,202.92,Yes,0.847102,0.9630806982415988,0.847102,0.9630806982415988,15
35682,000000035682.jpg,person,1,96.36,2.97,257.44,306.34,Yes,0.93495,0.8914522311802131,0.93495,0.8914522311802131,12
40083,000000040083.jpg,car,3,134.63,136.24,118.88,73.05,Yes,0.958043,0.964778753221616,0.958043,0.964778753221616,10
41633,000000041633.jpg,car,3,561.27,326.88,66.43,44.13,Yes,0.581611,0.7879915479303589,0.581611,0.7879915479303589,3
50380,000000050380.jpg,person,1,331.04,0.0,220.7,422.04,Yes,0.930351,0.9677881830232922,0.930351,0.9677881830232922,9
53626,000000053626.jpg,person,1,124.93,139.7,97.49,247.09,Yes,0.90047,0.9542513151106049,0.90047,0.9542513151106049,7
54967,000000054967.jpg,car,3,0,421,192,52,No,0.0,0.0,0.848769,0.18049524337097445,21
65350,000000065350.jpg,car,3,54.03,1.13,212.54,84.55,Yes,0.691699,0.6965879884612476,0.691699,0.6965879884612476,8
65485,000000065485.jpg,car,3,7.36,34.36,632.64,329.64,No,0.0,0.0,0.0,0.0,1
66706,000000066706.jpg,person,1,357.29,58.71,139.7,438.33,No,0.0,0.0,0.0,0.0,6
67616,000000067616.jpg,car,3,391.31,339.93,145.9,104.56,Yes,0.781987,0.9721156722077058,0.781987,0.9721156722077058,22
73533,000000073533.jpg,person,1,6.49,32.97,460.59,447.03,Yes,0.437608,0.7569129464623459,0.437608,0.7569129464623459,5
74058,000000074058.jpg,person,1,27.67,158.53,74.4,176.12,No,0.0,0.0,0.457708,0.4954230887661424,16
78823,000000078823.jpg,car,3,9.29,160.0,466.58,314.84,Yes,0.727214,0.870086547452595,0.727214,0.870086547452595,4
82085,000000082085.jpg,person,1,69.68,177.61,45.32,158.27,Yes,0.800605,0.6094952112793899,0.800605,0.6094952112793899,5
86220,000000086220.jpg,car,3,134.24,209.08,311.21,126.52,Yes,0.917447,0.9522011599860422,0.917447,0.9522011599860422,3
93353,000000093353.jpg,person,1,3.24,98.16,297.7,379.68,Yes,0.533885,0.9473002892422636,0.533885,0.9473002892422636,4
96825,000000096825.jpg,person,1,289.54,239.99,65.85,163.51,Yes,0.854749,0.7741723723320599,0.854749,0.7741723723320599,2
97679,000000097679.jpg,person,1,274.55,220.36,47.53,35.86,No,0.0,0.0,0.0,0.0,4
97924,000000097924.jpg,person,1,106.07,124.94,127.64,230.12,Yes,0.908306,0.7822075616264526,0.908306,0.7822075616264526,6
98853,000000098853.jpg,person,1,0,0,426,179,No,0.0,0.0,0.502164,0.09428490542148084,16
99024,000000099024.jpg,person,1,1.09,0.82,339.47,203.46,Yes,0.933563,0.9620750019994954,0.933563,0.9620750019994954,2
102411,000000102411.jpg,car,3,1.11,198.53,37.71,95.38,Yes,0.334507,0.8775613204336685,0.334507,0.8775613204336685,14
111036,000000111036.jpg,car,3,251.48,3.01,173.18,138.54,Yes,0.888769,0.9564342475686691,0.888769,0.9564342475686691,2
111086,000000111086.jpg,car,3,299.68,206.97,155.89,103.68,Yes,0.365493,0.933023584591479,0.365493,0.933023584591479,7
114770,000000114770.jpg,car,3,148.2,139.39,385.67,195.0,No,0.0,0.0,0.0,0.0,1
115870,000000115870.jpg,person,1,185.68,243.13,434.98,182.87,Yes,0.306887,0.9147328464984639,0.306887,0.9147328464984639,13
122166,000000122166.jpg,car,3,158.18,264.32,164.98,153.06,Yes,0.750657,0.9652864430486399,0.750657,0.9652864430486399,13
126592,000000126592.jpg,car,3,316.91,269.85,192.28,57.59,Yes,0.892763,0.8639729544531181,0.892763,0.8639729544531181,12
127263,000000127263.jpg,car,3,501.43,106.88,138.57,67.52,Yes,0.27451,0.9329578275272816,0.27451,0.9329578275272816,4
131556,000000131556.jpg,person,1,228.51,86.1,378.65,214.16,No,0.0,0.0,0.915711,0.375353776634199,3
134886,000000134886.jpg,car,3,429.35,373.47,63.87,60.86,Yes,0.511704,0.9447150845726618,0.511704,0.9447150845726618,5
135410,000000135410.jpg,car,3,154.07,221.97,225.31,93.81,Yes,0.270825,0.6187580273606919,0.270825,0.6187580273606919,9
136715,000000136715.jpg,car,3,507.72,45.77,132.16,269.07,No,0.0,0.0,0.0,0.0,17
137727,000000137727.jpg,car,3,582.84,194.84,32.5,28.99,Yes,0.43083,0.7793442379919393,0.43083,0.7793442379919393,14
138979,000000138979.jpg,car,3,312.4,174.06,327.6,246.44,Yes,0.944402,0.943422282136209,0.944402,0.943422282136209,6
142620,000000142620.jpg,person,1,269.96,5.74,359.95,414.52,Yes,0.90472,0.9658379694321692,0.90472,0.9658379694321692,14
142790,000000142790.jpg,person,1,258.25,143.36,165.41,124.18,Yes,0.648297,0.947400401834297,0.648297,0.947400401834297,7
147223,000000147223.jpg,car,3,1.55,156.34,148.19,137.32,Yes,0.882064,0.9372878394074008,0.882064,0.9372878394074008,6
150265,000000150265.jpg,person,1,122.25,375.37,199.91,254.56,Yes,0.921276,0.9157961770686845,0.921276,0.9157961770686845,8
151820,000000151820.jpg,person,1,342.9,158.71,188.84,267.86,Yes,0.774091,0.818299383014021,0.774091,0.818299383014021,23
152771,000000152771.jpg,car,3,1.54,259.7,64.5,31.91,Yes,0.716489,0.9059454075623739,0.716489,0.9059454075623739,5
153011,000000153011.jpg,car,3,326.24,217.04,72.18,36.25,Yes,0.633151,0.7810741894854315,0.633151,0.7810741894854315,15
155145,000000155145.jpg,person,1,117.75,194.34,27.51,31.92,Yes,0.640851,0.8471647937045325,0.640851,0.8471647937045325,6
157928,000000157928.jpg,car,3,0.0,99.48,108.92,147.89,Yes,0.790102,0.9409684309556342,0.790102,0.9409684309556342,6
158956,000000158956.jpg,person,1,169.04,39.16,323.77,379.15,Yes,0.916647,0.9764186161652474,0.916647,0.9764186161652474,2
160012,000000160012.jpg,car,3,507.6,5.78,106.08,67.42,Yes,0.748197,0.8303527776902191,0.748197,0.8303527776902191,6
161609,000000161609.jpg,person,1,278.29,67.78,361.71,407.73,Yes,0.818511,0.9577294024284496,0.818511,0.9577294024284496,6
161781,000000161781.jpg,person,1,260.63,20.33,205.63,343.12,Yes,0.941774,0.9724100351815624,0.941774,0.9724100351815624,3
162858,000000162858.jpg,car,3,50.42,345.2,157.77,131.98,Yes,0.881264,0.9476078810087463,0.881264,0.9476078810087463,14
166391,000000166391.jpg,car,3,577.57,336.36,62.28,45.19,Yes,0.512845,0.9236275657862918,0.512845,0.9236275657862918,25
167067,000000167067.jpg,person,1,3.37,0.0,371.63,493.26,Yes,0.882833,0.9802965744086758,0.882833,0.9802965744086758,2
171382,000000171382.jpg,car,3,0.0,175.45,275.42,101.97,Yes,0.432245,0.9557686281134414,0.432245,0.9557686281134414,28
172330,000000172330.jpg,car,3,61.48,1.08,578.16,310.65,Yes,0.870233,0.9274232597583022,0.870233,0.9274232597583022,5
173799,000000173799.jpg,person,1,8.24,176.63,167.21,339.13,Yes,0.916044,0.9715241693342386,0.916044,0.9715241693342386,19
174123,000000174123.jpg,person,1,117.11,345.77,151.26,53.23,Yes,0.732819,0.9819854694272343,0.732819,0.9819854694272343,4
174482,000000174482.jpg,car,3,148.45,71.56,92.0,44.27,Yes,0.865931,0.922201213448699,0.865931,0.922201213448699,7
175438,000000175438.jpg,car,3,166,205,178,40,No,0.0,0.0,0.465792,0.06571778214859694,19
176606,000000176606.jpg,car,3,63.32,195.27,65.2,54.02,Yes,0.589564,0.9593166015869863,0.589564,0.9593166015869863,2
177489,000000177489.jpg,person,1,59.08,118.23,291.1,354.47,Yes,0.914591,0.9583032437110733,0.914591,0.9583032437110733,11
177893,000000177893.jpg,car,3,580.09,199.39,34.34,22.79,No,0.0,0.0,0.361521,0.0,2
181499,000000181499.jpg,person,1,167.16,382.73,121.04,123.35,Yes,0.376848,0.9311467974495277,0.376848,0.9311467974495277,3
181542,000000181542.jpg,car,3,1.2,130.33,121.51,71.94,Yes,0.861986,0.9318717558403097,0.861986,0.9318717558403097,19
182155,000000182155.jpg,person,1,94.77,22.37,497.8,398.42,Yes,0.83333,0.6308826639491706,0.83333,0.6308826639491706,11
188296,000000188296.jpg,car,3,1.37,288.53,117.69,99.91,Yes,0.524643,0.9350293843193144,0.524643,0.9350293843193144,8
191845,000000191845.jpg,person,1,0,0,639,360,No,0.0,0.0,0.648373,0.03246773119995825,43
193717,000000193717.jpg,car,3,0.0,173.74,40.95,48.23,Yes,0.329352,0.9381606177941323,0.329352,0.9381606177941323,12
194716,000000194716.jpg,car,3,544.55,1.0,95.45,29.14,Yes,0.400783,0.7008824673446333,0.400783,0.7008824673446333,5
206487,000000206487.jpg,car,3,0.0,209.63,239.71,269.92,Yes,0.9496,0.8722401821197,0.9496,0.8722401821197,6
207844,000000207844.jpg,person,1,36,227,590,181,No,0.0,0.0,0.379267,0.056526050754774786,34
213255,000000213255.jpg,car,3,192.26,135.79,153.07,83.68,Yes,0.924842,0.9003213670057884,0.924842,0.9003213670057884,8
213605,000000213605.jpg,car,3,358.87,445.2,121.12,147.35,Yes,0.902144,0.9689283491295786,0.902144,0.9689283491295786,4
214539,000000214539.jpg,person,1,1,55,569,239,No,0.0,0.0,0.92146,0.2783677448516291,10
217872,000000217872.jpg,person,1,150.12,167.73,147.98,74.94,Yes,0.808478,0.8966376912473037,0.808478,0.8966376912473037,2
220732,000000220732.jpg,car,3,450.25,236.03,177.01,41.79,No,0.0,0.0,0.0,0.0,5
222094,000000222094.jpg,car,3,21.72,215.19,90.12,27.34,No,0.0,0.0,0.257849,0.00880609392487613,10
225532,000000225532.jpg,car,3,368.55,220.61,131.45,130.48,Yes,0.815739,0.8571827320829032,0.815739,0.8571827320829032,3
