attack_id,image_id,target_class,clean_image,patched_image,clean_detected,patched_detected,clean_confidence,patched_confidence,clean_bbox,patched_bbox,clean_iou,patched_iou,confidence_drop,iou_drop,eligible,attack_success,clean_prediction_count,patched_prediction_count,inference_time_ms_clean,inference_time_ms_patched
attack_01,785,person,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_01\clean_images\000000000785.jpg,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_01\patched_images\000000000785.jpg,True,True,0.9512295722961426,0.9514302015304565,"[280.7567138671875, 43.423423767089844, 496.8560791015625, 391.047607421875]","[280.5557861328125, 43.37324142456055, 496.9017028808594, 391.189453125]",0.9831131371792614,0.9826803228655004,-0.00020062923431396484,0.00043281431376096524,True,False,300,300,513.3846000026097,38.51539999595843
attack_01,9891,person,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_01\clean_images\000000009891.jpg,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_01\patched_images\000000009891.jpg,True,True,0.9507949352264404,0.9508745074272156,"[207.215576171875, 95.04602813720703, 346.5638732910156, 417.7007141113281]","[207.0838623046875, 94.8763427734375, 346.9518737792969, 417.42816162109375]",0.914624539384102,0.919224123260824,-7.957220077514648e-05,-0.004599583876721991,True,False,300,300,37.50749999744585,37.556499999482185
attack_01,11197,person,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_01\clean_images\000000011197.jpg,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_01\patched_images\000000011197.jpg,True,True,0.9143468141555786,0.9164618253707886,"[308.5920104980469, 111.44960021972656, 361.21148681640625, 253.1008758544922]","[308.57293701171875, 111.43902587890625, 361.39117431640625, 253.11306762695312]",0.942704803706211,0.9455026886252655,-0.002115011215209961,-0.0027978849190545274,True,False,300,300,36.99369999958435,37.033600005088374
attack_01,17178,car,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_01\clean_images\000000017178.jpg,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_01\patched_images\000000017178.jpg,True,True,0.9294669032096863,0.9375813603401184,"[433.52276611328125, 107.7143325805664, 639.8374633789062, 421.5361022949219]","[433.53570556640625, 107.90768432617188, 639.7357788085938, 421.6790771484375]",0.9796577685458299,0.9802747617134943,-0.008114457130432129,-0.0006169931676643925,True,False,300,300,38.03699999843957,37.428099996759556
attack_01,18150,person,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_01\clean_images\000000018150.jpg,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_01\patched_images\000000018150.jpg,True,True,0.9618595242500305,0.9522750377655029,"[0.6711196899414062, 10.887022018432617, 392.8209228515625, 443.884521484375]","[0.7605552673339844, 11.563124656677246, 390.70257568359375, 443.7335510253906]",0.9052008869800724,0.8994464371690195,0.009584486484527588,0.005754449811052886,True,False,300,300,37.65019999991637,38.601899999775924
attack_01,19786,person,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_01\clean_images\000000019786.jpg,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_01\patched_images\000000019786.jpg,True,True,0.8824813961982727,0.8998406529426575,"[256.2190246582031, 33.54325866699219, 481.1158142089844, 373.19268798828125]","[256.5826110839844, 35.65633773803711, 481.4794616699219, 372.5445251464844]",0.9159376215956275,0.9090288091003226,-0.017359256744384766,0.00690881249530495,True,False,300,300,38.81269999692449,38.424800004577264
attack_01,38118,person,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_01\clean_images\000000038118.jpg,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_01\patched_images\000000038118.jpg,True,True,0.936001181602478,0.9355684518814087,"[125.33870697021484, 220.52149963378906, 214.17556762695312, 359.3605041503906]","[125.20872497558594, 220.45069885253906, 214.11134338378906, 359.46405029296875]",0.8782149234444214,0.877414637732342,0.00043272972106933594,0.0008002857120794626,True,False,300,300,37.803300001542084,36.66630000225268
attack_01,43737,car,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_01\clean_images\000000043737.jpg,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_01\patched_images\000000043737.jpg,True,True,0.2514527142047882,0.7801417112350464,"[112.25286865234375, 414.8611755371094, 190.4580078125, 452.40582275390625]","[112.01591491699219, 415.40545654296875, 187.13258361816406, 454.3960876464844]",0.8934845580849222,0.9041678511216912,-0.5286889970302582,-0.01068329303676896,True,False,300,300,36.62399999302579,37.038499998743646
attack_01,44590,car,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_01\clean_images\000000044590.jpg,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_01\patched_images\000000044590.jpg,False,False,,,,,,,,,False,False,300,300,36.77629999583587,37.71270000288496
attack_01,46463,person,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_01\clean_images\000000046463.jpg,D:\project CS\RT-DETRv2-COCO-Attack\source_data\attack_01\patched_images\000000046463.jpg,True,True,0.6646116971969604,0.7148657441139221,"[0.3193467855453491, 34.519779205322266, 254.88418579101562, 395.2380065917969]","[0.21873414516448975, 35.26238250732422, 255.12832641601562, 395.00543212890625]",0.9591373575507539,0.9609818157142154,-0.05025404691696167,-0.0018444581634614599,True,False,300,300,38.55610000027809,38.476199995784555
